"1st International Workshop on High-Order CFD Methods, url: https://cfd.ku.edu/hiocfd.html",,,,"C. Carton de Wiart, Assessment of a…",,8x8_3,,,,8x8_4,,,,16x16_3,,,,16x16_4,,,,24x24_3,,,,24x24_4,,,,32x32_3,,,,32x32_4,,,,48x48_3,,,,32x32_5,,,,32x32_6,,,,,,,,,,,,,,,,,,,
t*,Kinetic Energy,Enstrophy,Dissipation Rate,k,E(k),t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,,,,,,,,
3.67,0.122114475492,1.31056082564,0.001638222155,,,3.68,0.121782,1.358552,,3.67,0.121913,1.380942,,3.67,0.122098247129,1.343709157928,-0.00178653840000038,3.67,0.122015,1.320978,,3.67,0.122143939399,1.328002172696,-0.00169633920000102,3.67,0.122028,1.312244,,3.67,0.122022,1.315304,-0.000299999999998905,3.67,0.122032,1.308454,,3.67,0.122031,1.309048,-0.000300000000000293,3.67,0.122033,1.307006,,3.67,0.122033,1.306743,,3.67,0.122078,1.343471,-0.00170000000000027,3.67,0.122124,1.327765,,3.67,0.122098247129,1.343709157928,-0.00178653840000038,3.67,0.122098247129,1.343709157928,
3.68,0.122098041047,1.31896732989,0.00164873071,,,3.69,0.12178,1.365534,,3.68,0.121914,1.389781,,3.68,0.122080381745,1.351926712807,-0.00179847609999982,3.68,0.122017,1.329226,,3.68,0.122126976007,1.336507564095,-0.00170585029999896,3.68,0.122031,1.320595,,3.68,0.122025,1.323571,0,3.68,0.122035,1.316729,,3.68,0.122034,1.317299,0,3.68,0.122036,1.315216,,3.68,0.122037,1.314928,,3.68,0.122061,1.351668,-0.00170000000000035,3.68,0.122108,1.336249,,3.68,0.122080381745,1.351926712807,-0.00179847609999982,3.68,0.122080381745,1.351926712807,
3.69,0.122081500877,1.32747723916,0.00165936852,,,3.7,0.121773,1.372584,,3.69,0.121911,1.398734,,3.69,0.122062396984,1.360213016508,-0.0018118840999989,3.69,0.122017,1.337582,,3.69,0.122109917504,1.345104229645,-0.00171680450000013,3.69,0.122031,1.329071,,3.69,0.122025,1.331956,0.000499999999999101,3.69,0.122035,1.325131,,3.69,0.122034,1.325674,0.000500000000000489,3.69,0.122036,1.323549,,3.69,0.122036,1.323234,,3.69,0.122044,1.359935,-0.00160000000000018,3.69,0.122092,1.344827,,3.69,0.122062396984,1.360213016508,-0.0018118840999989,3.69,0.122062396984,1.360213016508,
3.7,0.122064853677,1.33609259631,0.001670138145,,,3.71,0.121761,1.379705,,3.7,0.121904,1.407808,,3.7,0.122044278143,1.368568549348,-0.00182701350000123,3.7,0.122011,1.34605,,3.7,0.122092749459,1.353792872678,-0.00172945809999995,3.7,0.122026,1.337676,,3.7,0.12202,1.340464,0.00119999999999984,3.7,0.12203,1.333666,,3.7,0.122029,1.334178,0.00109999999999974,3.7,0.122031,1.332012,,3.7,0.122031,1.331668,,3.7,0.122028,1.368274,-0.00180000000000045,3.7,0.122076,1.353499,,3.7,0.122044278143,1.368568549348,-0.00182701350000123,3.7,0.122044278143,1.368568549348,
3.71,0.122048098115,1.34481544885,0.001681042135,,,3.72,0.121742,1.386899,,3.71,0.121891,1.417007,,3.71,0.122026008008,1.37699371968,-0.00184385539999939,3.71,0.122,1.354635,,3.71,0.122075454878,1.362574059883,-0.00174380440000062,3.71,0.122015,1.346415,,3.71,0.122008,1.349101,0.00160000000000018,3.71,0.122019,1.342337,,3.71,0.122018,1.342817,0.00170000000000027,3.71,0.12202,1.340609,,3.71,0.122021,1.340235,,3.71,0.12201,1.376686,-0.00169999999999889,3.71,0.12206,1.362267,,3.71,0.122026008008,1.37699371968,-0.00184385539999939,3.71,0.122026008008,1.37699371968,
3.72,0.122031232834,1.35364784541,0.001692083055,,,3.73,0.121719,1.394163,,3.72,0.121872,1.426334,,3.72,0.122007569454,1.3854888773,-0.00186217809999976,3.72,0.121983,1.363336,,3.72,0.122058016834,1.371448231232,-0.0017596113999999,3.72,0.121998,1.355288,,3.72,0.121992,1.357866,0.00220000000000086,3.72,0.122002,1.351147,,3.72,0.122001,1.351592,0.00209999999999937,3.72,0.122004,1.349344,,3.72,0.122004,1.348936,,3.72,0.121993,1.38517,-0.00180000000000045,3.72,0.122044,1.37113,,3.72,0.122007569454,1.3854888773,-0.00186217809999976,3.72,0.122007569454,1.3854888773,
3.73,0.122014256454,1.36259183198,0.001703263465,,,3.74,0.121693,1.401496,,3.73,0.121848,1.435791,,3.73,0.121988947673,1.39405433701,-0.00188160670000072,3.73,0.121961,1.372154,,3.73,0.12204042072,1.380415720344,-0.0017765027000002,3.73,0.121976,1.364298,,3.73,0.12197,1.36676,0.00239999999999957,3.73,0.121981,1.360098,,3.73,0.12198,1.360503,0.00240000000000096,3.73,0.121983,1.358216,,3.73,0.121983,1.357774,,3.73,0.121975,1.393727,-0.00180000000000037,3.73,0.122027,1.380089,,3.73,0.121988947673,1.39405433701,-0.00188160670000072,3.73,0.121988947673,1.39405433701,
3.74,0.121997167565,1.37164944817,0.00171458591,,,3.75,0.121666,1.408895,,3.74,0.121821,1.445376,,3.74,0.121970131606,1.402690409186,-0.0019017109,3.74,0.121937,1.381087,,3.74,0.122022655693,1.389476783081,-0.00179404600000048,3.74,0.121952,1.373441,,3.74,0.121946,1.375783,0.00249999999999978,3.74,0.121957,1.369189,,3.74,0.121956,1.369551,0.00249999999999978,3.74,0.121958,1.367225,,3.74,0.121959,1.366747,,3.74,0.121957,1.402358,-0.00179999999999906,3.74,0.12201,1.389144,,3.74,0.121970131606,1.402690409186,-0.0019017109,3.74,0.121970131606,1.402690409186,
3.75,0.121979964735,1.3808227232,0.001726052925,,,3.76,0.121641,1.416356,,3.75,0.121793,1.45509,,3.75,0.121951114497,1.411397432793,-0.00192207270000026,3.75,0.121911,1.390132,,3.75,0.122004715233,1.398631630757,-0.00181182109999932,3.75,0.121927,1.382717,,3.75,0.121921,1.384932,0.00239999999999968,3.75,0.121932,1.378417,,3.75,0.121931,1.378734,0.00229999999999957,3.75,0.121934,1.376371,,3.75,0.121934,1.375855,,3.75,0.121939,1.411061,-0.00190000000000055,3.75,0.121992,1.398295,,3.75,0.121951114497,1.411397432793,-0.00192207270000026,3.75,0.121951114497,1.411397432793,
3.76,0.121962646506,1.39011367188,0.001737667025,,,3.77,0.121618,1.423875,,3.76,0.121767,1.464931,,3.76,0.12193189377,1.42017580578,-0.00194232119999911,3.76,0.121888,1.399286,,3.76,0.121986597022,1.407880463503,-0.00182945609999981,3.76,0.121904,1.392124,,3.76,0.121897,1.394205,0.00200000000000057,3.76,0.121909,1.387784,,3.76,0.121908,1.388052,0.00200000000000057,3.76,0.12191,1.385653,,3.76,0.121911,1.385096,,3.76,0.12192,1.419838,-0.00190000000000047,3.76,0.121975,1.407542,,3.76,0.12193189377,1.42017580578,-0.00194232119999911,3.76,0.12193189377,1.42017580578,
3.77,0.121945211395,1.39952429041,0.00174943071,,,3.78,0.1216,1.431451,,3.77,0.121745,1.474901,,3.77,0.121912470558,1.429026008173,-0.00196214230000079,3.77,0.121867,1.408549,,3.77,0.121968302461,1.417223499203,-0.00184663640000058,3.77,0.121884,1.40166,,3.77,0.121877,1.403602,0.00160000000000025,3.77,0.121889,1.397287,,3.77,0.121888,1.397502,0.00160000000000025,3.77,0.121891,1.39507,,3.77,0.121891,1.39447,,3.77,0.121901,1.428688,-0.00199999999999927,3.77,0.121957,1.416885,,3.77,0.121912470558,1.429026008173,-0.00196214230000079,3.77,0.121912470558,1.429026008173,
3.78,0.121927657892,1.40905655222,0.001761346445,,,3.79,0.121585,1.439082,,3.78,0.121727,1.485,,3.78,0.121892849135,1.437948614505,-0.00198128099999912,3.78,0.121851,1.417919,,3.78,0.121949836097,1.426660994076,-0.00186310899999982,3.78,0.121868,1.411326,,3.78,0.121861,1.413121,0.00119999999999978,3.78,0.121873,1.406926,,3.78,0.121872,1.407086,0.00109999999999969,3.78,0.121875,1.404623,,3.78,0.121876,1.403977,,3.78,0.121881,1.437612,-0.00200000000000057,3.78,0.121938,1.426324,,3.78,0.121892849135,1.437948614505,-0.00198128099999912,3.78,0.121892849135,1.437948614505,
3.79,0.121909984466,1.41871240361,0.001773416655,,,3.8,0.121573,1.446767,,3.79,0.121712,1.495228,,3.79,0.121873036325,1.446944294063,-0.0019995556999997,3.79,0.121839,1.427395,,3.79,0.121931205007,1.436193252241,-0.00187869559999946,3.79,0.121856,1.421121,,3.79,0.121849,1.422764,0.000899999999999531,3.79,0.121862,1.416703,,3.79,0.121861,1.416805,0.000999999999999634,3.79,0.121864,1.414313,,3.79,0.121864,1.413619,,3.79,0.121861,1.44661,-0.00199999999999927,3.79,0.121919,1.435859,,3.79,0.121873036325,1.446944294063,-0.0019995556999997,3.79,0.121873036325,1.446944294063,
3.8,0.121892189559,1.42849375944,0.00178564374,,,3.81,0.121562,1.454508,,3.8,0.1217,1.50559,,3.8,0.121853040768,1.456013799516,-0.00201689030000086,3.8,0.12183,1.436978,,3.8,0.121912418051,1.445820623369,-0.00189332580000086,3.8,0.121847,1.431048,,3.8,0.12184,1.43253,0.000900000000000879,3.8,0.121853,1.42662,,3.8,0.121851,1.42666,0.000799999999999394,3.8,0.121855,1.424142,,3.8,0.121855,1.423398,,3.8,0.121841,1.455683,-0.00210000000000066,3.8,0.1219,1.445491,,3.8,0.121853040768,1.456013799516,-0.00201689030000086,3.8,0.121853040768,1.456013799516,
3.81,0.121874271591,1.43840249871,0.00179803005,,,3.82,0.121548,1.462305,,3.81,0.121688,1.516087,,3.81,0.121832871865,1.465157946375,-0.00203335400000009,3.81,0.12182,1.446671,,3.81,0.121893484793,1.455543489413,-0.00190707639999986,3.81,0.121838,1.441109,,3.81,0.121831,1.442423,0.00119999999999984,3.81,0.121844,1.436678,,3.81,0.121843,1.436654,0.00120000000000123,3.81,0.121846,1.434113,,3.81,0.121846,1.433316,,3.81,0.12182,1.464832,-0.00209999999999937,3.81,0.12188,1.455219,,3.81,0.121832871865,1.465157946375,-0.00203335400000009,3.81,0.121832871865,1.465157946375,
3.82,0.121856228958,1.44844046021,0.00181057788,,,3.83,0.121529,1.470162,,3.82,0.121674,1.526724,,3.82,0.121812538325,1.474377587069,-0.00204919229999929,3.82,0.121808,1.456475,,3.82,0.121874414029,1.465362243235,-0.00192020049999959,3.82,0.121826,1.451307,,3.82,0.121819,1.452445,0.00160000000000018,3.82,0.121832,1.446881,,3.82,0.121831,1.44679,0.00159999999999879,3.82,0.121835,1.44423,,3.82,0.121835,1.443378,,3.82,0.121799,1.474058,-0.00220000000000076,3.82,0.12186,1.465044,,3.82,0.121812538325,1.474377587069,-0.00204919229999929,3.82,0.121812538325,1.474377587069,
3.83,0.121838060034,1.45860943807,0.001823289465,,,3.84,0.121504,1.47808,,3.83,0.121654,1.537503,,3.83,0.121792046402,1.483673584123,-0.00206482190000111,3.83,0.121791,1.466392,,3.83,0.121855212024,1.475277263404,-0.00193312400000038,3.83,0.12181,1.461646,,3.83,0.121803,1.462598,0.00239999999999968,3.83,0.121816,1.457233,,3.83,0.121815,1.457073,0.00230000000000096,3.83,0.121818,1.454496,,3.83,0.121819,1.453587,,3.83,0.121777,1.483362,-0.00219999999999947,3.83,0.12184,1.474967,,3.83,0.121792046402,1.483673584123,-0.00206482190000111,3.83,0.121792046402,1.483673584123,
3.84,0.121819763169,1.46891117738,0.001836166985,,,3.85,0.121471,1.48606,,3.84,0.121628,1.548428,,3.84,0.121771398183,1.493046786868,-0.00208078329999995,3.84,0.121768,1.476426,,3.84,0.121835880784,1.485288884018,-0.00194639270000014,3.84,0.121787,1.472129,,3.84,0.121779,1.472886,0.00300000000000016,3.84,0.121793,1.467735,,3.84,0.121792,1.467505,0.00310000000000025,3.84,0.121795,1.464914,,3.84,0.121796,1.463947,,3.84,0.121755,1.492745,-0.00220000000000076,3.84,0.12182,1.484988,,3.84,0.121771398183,1.493046786868,-0.00208078329999995,3.84,0.121771398183,1.493046786868,
3.85,0.121801336694,1.47934736981,0.00184921257,,,3.86,0.121432,1.494105,,3.85,0.121594,1.5595,,3.85,0.12175059035,1.502498015445,-0.00209764739999984,3.85,0.121737,1.486577,,3.85,0.121816416857,1.495397394568,-0.00196058299999917,3.85,0.121756,1.482758,,3.85,0.121749,1.483309,0.00379999999999972,3.85,0.121762,1.478391,,3.85,0.121761,1.478088,0.00369999999999962,3.85,0.121765,1.475488,,3.85,0.121765,1.47446,,3.85,0.121733,1.502208,-0.00219999999999947,3.85,0.121799,1.495107,,3.85,0.12175059035,1.502498015445,-0.00209764739999984,3.85,0.12175059035,1.502498015445,
3.86,0.121782778917,1.48991964936,0.00186242825,,,3.87,0.121388,1.502212,,3.86,0.121554,1.57072,,3.86,0.121729613876,1.512028054745,-0.00211590109999988,3.86,0.121699,1.496846,,3.86,0.121796811027,1.505603019843,-0.00197618440000015,3.86,0.121719,1.493535,,3.86,0.121711,1.493869,0.00419999999999994,3.86,0.121726,1.489202,,3.86,0.121724,1.488825,0.00409999999999984,3.86,0.121728,1.486219,,3.86,0.121729,1.485129,,3.86,0.121711,1.511752,-0.00219999999999937,3.86,0.121778,1.505326,,3.86,0.121729613876,1.512028054745,-0.00211590109999988,3.86,0.121729613876,1.512028054745,
3.87,0.121764088129,1.50062958801,0.00187581598,,,3.88,0.121343,1.510379,,3.87,0.121509,1.582086,,3.87,0.121708454865,1.521637659484,-0.00213583679999911,3.87,0.121657,1.507233,,3.87,0.121777049183,1.515905931656,-0.00199348970000017,3.87,0.121677,1.504462,,3.87,0.121669,1.504565,0.00430000000000023,3.87,0.121684,1.500169,,3.87,0.121683,1.499716,0.00430000000000023,3.87,0.121687,1.497106,,3.87,0.121687,1.495953,,3.87,0.121689,1.521377,-0.00230000000000096,3.87,0.121757,1.515643,,3.87,0.121708454865,1.521637659484,-0.00213583679999911,3.87,0.121708454865,1.521637659484,
3.88,0.121745262598,1.51147869164,0.00188937766,,,3.89,0.121298,1.518603,,3.88,0.121462,1.593595,,3.88,0.121687096497,1.531327570145,-0.002157480800001,3.88,0.121613,1.517735,,3.88,0.121757114286,1.526306276785,-0.00201252389999957,3.88,0.121634,1.515536,,3.88,0.121626,1.515395,0.00430000000000004,3.88,0.121641,1.511289,,3.88,0.12164,1.51076,0.00419999999999994,3.88,0.121643,1.508149,,3.88,0.121644,1.506933,,3.88,0.121666,1.531085,-0.00219999999999937,3.88,0.121736,1.526059,,3.88,0.121687096497,1.531327570145,-0.002157480800001,3.88,0.121687096497,1.531327570145,
3.89,0.121726300576,1.52246839589,0.00190311508,,,3.9,0.121258,1.526877,,3.89,0.121417,1.605243,,3.89,0.121665521689,1.541098538128,-0.00218058130000009,3.89,0.12157,1.528349,,3.89,0.121736989047,1.536804220738,-0.00203303180000007,3.89,0.121592,1.526754,,3.89,0.121583,1.526354,0.00369999999999962,3.89,0.121599,1.52256,,3.89,0.121598,1.521954,0.00379999999999972,3.89,0.121602,1.519343,,3.89,0.121602,1.518064,,3.89,0.121644,1.540874,-0.00229999999999957,3.89,0.121715,1.536574,,3.89,0.121665521689,1.541098538128,-0.00218058130000009,3.89,0.121665521689,1.541098538128,
3.9,0.121707200296,1.53360006226,0.001917029925,,,3.91,0.121224,1.535194,,3.9,0.121376,1.617024,,3.9,0.121643715876,1.550951357335,-0.00220466229999961,3.9,0.121532,1.53907,,3.9,0.121716658729,1.547400006238,-0.00205453320000072,3.9,0.121554,1.538112,,3.9,0.121546,1.537438,0.00320000000000035,3.9,0.121561,1.533976,,3.9,0.12156,1.533292,0.00310000000000025,3.9,0.121564,1.530683,,3.9,0.121565,1.529342,,3.9,0.121621,1.550746,-0.00220000000000076,3.9,0.121694,1.547187,,3.9,0.121643715876,1.550951357335,-0.00220466229999961,3.9,0.121643715876,1.550951357335,
3.91,0.121687959977,1.54487497425,0.001931123815,,,3.92,0.121197,1.543545,,3.91,0.121341,1.628928,,3.91,0.121621669253,1.560886898676,-0.00222913120000034,3.91,0.121501,1.54989,,3.91,0.121696113397,1.558094021765,-0.00207642970000009,3.91,0.121523,1.549603,,3.91,0.121514,1.548638,0.00229999999999957,3.91,0.12153,1.545532,,3.91,0.121529,1.544768,0.00229999999999957,3.91,0.121533,1.542163,,3.91,0.121534,1.540761,,3.91,0.121599,1.560701,-0.00219999999999947,3.91,0.121673,1.557899,,3.91,0.121621669253,1.560886898676,-0.00222913120000034,3.91,0.121621669253,1.560886898676,
3.92,0.12166857782,1.55629433371,0.001945398255,,,3.93,0.121179,1.55192,,3.92,0.121314,1.640949,,3.92,0.121599377941,1.570906143658,-0.00225341129999885,3.92,0.121477,1.560802,,3.92,0.1216753491,1.568886873773,-0.00209813809999982,3.92,0.121499,1.561217,,3.92,0.121491,1.559946,0.00160000000000018,3.92,0.121507,1.557219,,3.92,0.121506,1.556373,0.00150000000000008,3.92,0.12151,1.553773,,3.92,0.121511,1.552313,,3.92,0.121577,1.570737,-0.00230000000000086,3.92,0.121653,1.568707,,3.92,0.121599377941,1.570906143658,-0.00225341129999885,3.92,0.121599377941,1.570906143658,
3.93,0.121649052012,1.56785925735,0.00195985462,,,3.94,0.121168,1.56031,,3.93,0.121295,1.653075,,3.93,0.121576843828,1.58101021334,-0.00227706150000011,3.93,0.121461,1.571797,,3.93,0.121654367719,1.579779455291,-0.00211921110000045,3.93,0.121484,1.572946,,3.93,0.121475,1.571352,0.000799999999999429,3.93,0.121492,1.569028,,3.93,0.121491,1.568099,0.000800000000000817,3.93,0.121495,1.565503,,3.93,0.121496,1.563987,,3.93,0.121554,1.580856,-0.00219999999999947,3.93,0.121632,1.579613,,3.93,0.121576843828,1.58101021334,-0.00227706150000011,3.93,0.121576843828,1.58101021334,
3.94,0.121629380727,1.57957077341,0.001974494205,,,3.95,0.121162,1.568706,,3.94,0.121283,1.665298,,3.94,0.121554073213,1.591200389581,-0.0022998517000008,3.94,0.121452,1.582864,,3.94,0.121633175608,1.590773003854,-0.00213941239999982,3.94,0.121476,1.584778,,3.94,0.121467,1.582846,0.000400000000000391,3.94,0.121484,1.580948,,3.94,0.121483,1.579934,0.000299999999998905,3.94,0.121487,1.577343,,3.94,0.121488,1.575774,,3.94,0.121532,1.591056,-0.00219999999999937,3.94,0.121611,1.590616,,3.94,0.121554073213,1.591200389581,-0.0022998517000008,3.94,0.121554073213,1.591200389581,
3.95,0.121609562128,1.59142981853,0.00198931819,,,3.96,0.12116,1.577101,,3.95,0.121277,1.677608,,3.95,0.121531074696,1.601478126637,-0.00232177589999943,3.95,0.121449,1.593996,,3.95,0.121611781484,1.601869143108,-0.00215873079999905,3.95,0.121473,1.596702,,3.95,0.121463,1.594418,-0.000100000000000102,3.95,0.121481,1.592969,,3.95,0.12148,1.591869,0,3.95,0.121485,1.589282,,3.95,0.121485,1.587663,,3.95,0.12151,1.601339,-0.00220000000000086,3.95,0.121591,1.601716,,3.95,0.121531074696,1.601478126637,-0.00232177589999943,3.95,0.121531074696,1.601478126637,
3.96,0.121589594364,1.60343723485,0.00200432762,,,3.97,0.12116,1.585489,,3.96,0.121274,1.689996,,3.96,0.121507856937,1.611845052613,-0.00234300720000075,3.96,0.121448,1.605186,,3.96,0.121590194176,1.613069904893,-0.00217733520000008,3.96,0.121473,1.60871,,3.96,0.121464,1.606059,0,3.96,0.121482,1.605083,,3.96,0.12148,1.603894,-0.000200000000000195,3.96,0.121485,1.60131,,3.96,0.121486,1.599646,,3.96,0.121488,1.611704,-0.00229999999999947,3.96,0.12157,1.612916,,3.96,0.121507856937,1.611845052613,-0.00234300720000075,3.96,0.121507856937,1.611845052613,
3.97,0.121569475576,1.61559376732,0.00201952342,,,3.98,0.121158,1.593869,,3.97,0.121271,1.702458,,3.97,0.121484426865,1.622302961917,-0.00236381960000009,3.97,0.121449,1.616428,,3.97,0.121568420824,1.624377731637,-0.00219549650000016,3.97,0.121474,1.620792,,3.97,0.121464,1.617764,0,3.97,0.121483,1.617283,,3.97,0.121482,1.616002,0,3.97,0.121487,1.613421,,3.97,0.121488,1.611715,,3.97,0.121465,1.622154,-0.00220000000000086,3.97,0.121549,1.624215,,3.97,0.121484426865,1.622302961917,-0.00236381960000009,3.97,0.121484426865,1.622302961917,
3.98,0.121549203895,1.62790006122,0.0020349064,,,3.99,0.121153,1.602243,,3.98,0.121267,1.714991,,3.98,0.121460788669,1.63285380122,-0.0023845059999999,3.98,0.121448,1.627721,,3.98,0.121546465859,1.635795461804,-0.00221350579999996,3.98,0.121474,1.632943,,3.98,0.121464,1.629529,0.000400000000000391,3.98,0.121483,1.629562,,3.98,0.121482,1.628189,0.000300000000000293,3.98,0.121487,1.62561,,3.98,0.121488,1.623866,,3.98,0.121443,1.632688,-0.00229999999999947,3.98,0.121528,1.635617,,3.98,0.121460788669,1.63285380122,-0.0023845059999999,3.98,0.121460788669,1.63285380122,
3.99,0.121528777447,1.64035665991,0.00205047724,,,4,0.121144,1.610615,,3.99,0.12126,1.727595,,3.99,0.121436943609,1.643499652286,-0.00240532539999982,3.99,0.121444,1.639068,,3.99,0.121524330801,1.647326303361,-0.00223162040000063,3.99,0.12147,1.645162,,3.99,0.12146,1.641357,0.000799999999999429,3.99,0.12148,1.641921,,3.99,0.121479,1.640454,0.000900000000000919,3.99,0.121484,1.637876,,3.99,0.121485,1.636099,,3.99,0.12142,1.64331,-0.00229999999999957,3.99,0.121507,1.647125,,3.99,0.121436943609,1.643499652286,-0.00240532539999982,3.99,0.121436943609,1.643499652286,
4,0.121508194351,1.65296400285,0.002066236485,,,4.01,0.121129,1.618995,,4,0.121248,1.740276,,4,0.121412890355,1.654242715049,-0.00242648249999955,4,0.121435,1.650475,,4,0.121502014597,1.658973801202,-0.00225004539999995,4,0.121462,1.65745,,4,0.121452,1.653252,0.00140000000000004,4,0.121472,1.654363,,4,0.12147,1.652799,0.00129999999999994,4,0.121476,1.650222,,4,0.121477,1.648415,,4,0.121397,1.654021,-0.00240000000000106,4,0.121486,1.658742,,4,0.121412890355,1.654242715049,-0.00242648249999955,4,0.121412890355,1.654242715049,
4.01,0.121487452718,1.66572242375,0.00208218456,,,4.02,0.121109,1.627397,,4.01,0.121231,1.753044,,4.01,0.12138862553,1.665085293554,-0.00244813940000066,4.01,0.121421,1.661954,,4.01,0.121479514143,1.670741804017,-0.00226894309999925,4.01,0.121448,1.669815,,4.01,0.121438,1.665226,0.00210000000000076,4.01,0.121458,1.666893,,4.01,0.121457,1.665234,0.00199999999999927,4.01,0.121462,1.662656,,4.01,0.121463,1.660825,,4.01,0.121373,1.664826,-0.00239999999999968,4.01,0.121464,1.670473,,4.01,0.12138862553,1.665085293554,-0.00244813940000066,4.01,0.12138862553,1.665085293554,
4.02,0.121466550659,1.67863214897,0.002098321745,,,4.03,0.121083,1.635835,,4.02,0.121207,1.765913,,4.02,0.121364144136,1.676029785937,-0.00247043079999992,4.02,0.1214,1.673522,,4.02,0.121456824712,1.682634434384,-0.00228844880000008,4.02,0.121428,1.682267,,4.02,0.121417,1.677293,0.00249999999999956,4.02,0.121438,1.679524,,4.02,0.121437,1.677768,0.00249999999999956,4.02,0.121443,1.675191,,4.02,0.121444,1.673339,,4.02,0.121349,1.675728,-0.00239999999999946,4.02,0.121442,1.682325,,4.02,0.121364144136,1.676029785937,-0.00247043079999992,4.02,0.121364144136,1.676029785937,
4.03,0.121445486283,1.69169329611,0.00211464818,,,4.04,0.121052,1.644329,,4.03,0.121178,1.778901,,4.03,0.121339439828,1.687078677959,-0.002493465999999,4.03,0.121374,1.685198,,4.03,0.121433940224,1.694656063387,-0.00230867240000048,4.03,0.121402,1.69482,,4.03,0.121392,1.689473,0.00310000000000039,4.03,0.121413,1.69227,,4.03,0.121412,1.690419,0.00300000000000029,4.03,0.121418,1.687842,,4.03,0.121419,1.685973,,4.03,0.121325,1.686731,-0.00249999999999978,4.03,0.12142,1.694302,,4.03,0.121339439828,1.687078677959,-0.002493465999999,4.03,0.121339439828,1.687078677959,
4.04,0.121424257696,1.70490587278,0.00213116388,,,4.05,0.121018,1.652898,,4.04,0.121144,1.79203,,4.04,0.121314505168,1.69823453811,-0.00251730770000075,4.04,0.121343,1.697005,,4.04,0.1214108535,1.706811288474,-0.00232967700000008,4.04,0.121372,1.707492,,4.04,0.121361,1.701789,0.00329999999999921,4.04,0.121383,1.70515,,4.04,0.121382,1.703205,0.00330000000000059,4.04,0.121388,1.700629,,4.04,0.121389,1.698748,,4.04,0.1213,1.69784,-0.00250000000000117,4.04,0.121397,1.706411,,4.04,0.121314505168,1.69823453811,-0.00251730770000075,4.04,0.121314505168,1.69823453811,
4.05,0.121402863005,1.71826977536,0.002147868715,,,4.06,0.120982,1.661562,,4.05,0.121107,1.805322,,4.05,0.121289332091,1.709500011515,-0.00254193619999987,4.05,0.121309,1.70897,,4.05,0.12138755673,1.719104911177,-0.00235144279999993,4.05,0.121339,1.720304,,4.05,0.121328,1.714265,0.0035000000000008,4.05,0.12135,1.718181,,4.05,0.121349,1.716148,0.00349999999999941,4.05,0.121355,1.713575,,4.05,0.121356,1.711685,,4.05,0.121275,1.709061,-0.00249999999999978,4.05,0.121374,1.71866,,4.05,0.121289332091,1.709500011515,-0.00254193619999987,4.05,0.121289332091,1.709500011515,
4.06,0.121381300321,1.73178478798,0.00216476241,,,4.07,0.120947,1.670339,,4.06,0.121068,1.818802,,4.06,0.121263912729,1.72087781,-0.00256721939999992,4.06,0.121274,1.721118,,4.06,0.121364042302,1.731541910411,-0.00237383780000001,4.06,0.121304,1.733275,,4.06,0.121293,1.726926,0.00339999999999901,4.06,0.121316,1.731386,,4.06,0.121314,1.729268,0.0033000000000003,4.06,0.121321,1.726701,,4.06,0.121322,1.724806,,4.06,0.12125,1.720397,-0.00259999999999965,4.06,0.12135,1.731056,,4.06,0.121263912729,1.72087781,-0.00256721939999992,4.06,0.121263912729,1.72087781,
4.07,0.121359567757,1.74545058147,0.00218184456,,,4.08,0.120915,1.679248,,4.07,0.121031,1.832495,,4.07,0.121238240535,1.732370696887,-0.00259290850000016,4.07,0.12124,1.733475,,4.07,0.121340303924,1.744127407371,-0.00239661510000049,4.07,0.12127,1.746427,,4.07,0.121259,1.7398,0.00320000000000049,4.07,0.121282,1.744782,,4.07,0.121281,1.742588,0.00310000000000039,4.07,0.121287,1.740031,,4.07,0.121289,1.738133,,4.07,0.121224,1.731856,-0.00259999999999988,4.07,0.121326,1.743607,,4.07,0.121238240535,1.732370696887,-0.00259290850000016,4.07,0.121238240535,1.732370696887,
4.08,0.12133766343,1.75926671219,0.002199114605,,,4.09,0.120886,1.6883,,4.08,0.120995,1.846422,,4.08,0.12121231145,1.743981467025,-0.00261867239999969,4.08,0.121208,1.746064,,4.08,0.121316337773,1.756866619622,-0.00241944679999917,4.08,0.121239,1.759776,,4.08,0.121227,1.752907,0.00259999999999988,4.08,0.121252,1.758388,,4.08,0.12125,1.756126,0.00259999999999988,4.08,0.121257,1.753586,,4.08,0.121259,1.751688,,4.08,0.121198,1.74344,-0.00269999999999998,4.08,0.121302,1.75632,,4.08,0.12121231145,1.743981467025,-0.00261867239999969,4.08,0.12121231145,1.743981467025,
