"1st International Workshop on High-Order CFD Methods, url: https://cfd.ku.edu/hiocfd.html",,,,"C. Carton de Wiart, Assessment of a…",,8x8_3,,,,8x8_4,,,,16x16_3,,,,16x16_4,,,,24x24_3,,,,24x24_4,,,,32x32_3,,,,32x32_4,,,,48x48_3,,,,32x32_5,,,,32x32_6,,,,,,,,,,,,,,,,,,,
t*,Kinetic Energy,Enstrophy,Dissipation Rate,k,E(k),t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,t*,Kinetic Energy,Enstrophy,Dissipation Rate,,,,,,,,
0,0.125,0.375,0.00046874284,2.01596464628509,0.0204907980441417,0,0.125,0.374999,,0,0.125,0.375,,0,0.125,0.37460935993,-0.000457568999999436,0,0.125,0.375,,0,0.125,0.374609373674,-0.000461253599999545,0,0.125,0.375,,0,0.125,0.375,0.0005000000000005,0,0.125,0.375,,0,0.125,0.375,0.0005000000000005,0,0.125,0.375,,0,0.125,0.375,,0,0.125,0.37465,-0.0005000000000005,0,0.125,0.37465,,0,0.125,0.37460935993,-0.000457568999999436,0,0.125,0.37460935993,-0.000457568999999436
0.01,0.124995312572,0.374989843653,0.00046873893,2.97875387627781,0.0131866043556081,0.01,0.124995,0.374982,,0.01,0.124995,0.374969,,0.01,0.12499542431,0.374600264576,-0.000468513400000981,0.01,0.124995,0.374969,,0.01,0.124995387464,0.374599473598,-0.000468447699999985,0.01,0.124995,0.374969,,0.01,0.124995,0.374969,0.000499999999999112,0.01,0.124995,0.374969,,0.01,0.124995,0.374969,0.000499999999999112,0.01,0.124995,0.374969,,0.01,0.124995,0.374969,,0.01,0.124995,0.374639,-0.000599999999999212,0.01,0.124995,0.374638,,0.01,0.12499542431,0.374600264576,-0.000468513400000981,0.01,0.12499542431,0.374600264576,-0.000468513400000981
0.02,0.124990625221,0.374987498403,0.000468736,4.00953434871819,0.00531097854392966,0.02,0.12499,0.37494,,0.02,0.12499,0.374904,,0.02,0.124990739176,0.37460056025,-0.000468190099998933,0.02,0.12499,0.374904,,0.02,0.124990702987,0.374598201925,-0.000468235400000183,0.02,0.12499,0.374905,,0.02,0.12499,0.374905,0.0008000000000008,0.02,0.12499,0.374905,,0.02,0.12499,0.374904,0.0008000000000008,0.02,0.12499,0.374905,,0.02,0.12499,0.374905,,0.02,0.124989,0.374633,-0.0006000000000006,0.02,0.124989,0.37463,,0.02,0.124990739176,0.37460056025,-0.000468190099998933,0.02,0.124990739176,0.37460056025,-0.000468190099998933
0.03,0.124985937852,0.374992962973,0.000468742835,5.00087872390334,0.00684733270240326,0.03,0.124982,0.374865,,0.03,0.124982,0.37481,,0.03,0.124986057275,0.374607500596,-0.000467679300000801,0.03,0.124982,0.374811,,0.03,0.124986020633,0.374603126852,-0.000467658600000753,0.03,0.124982,0.37481,,0.03,0.124982,0.37481,0.00109999999999971,0.03,0.124982,0.37481,,0.03,0.124982,0.37481,0.00109999999999971,0.03,0.124982,0.37481,,0.03,0.124982,0.37481,,0.03,0.124983,0.374629,-0.000699999999999312,0.03,0.124983,0.374625,,0.03,0.124986057275,0.374607500596,-0.000467679300000801,0.03,0.124986057275,0.374607500596,-0.000467679300000801
0.04,0.124981250365,0.375006236792,0.000468759425,6.00362907633509,0.00833797793463041,0.05,0.124953,0.374635,,0.04,0.124971,0.374691,,0.04,0.124981380482,0.374621158435,-0.000467070599999286,0.04,0.124971,0.374691,,0.04,0.124981344047,0.374616831058,-0.000467065699999436,0.04,0.124971,0.374691,,0.04,0.124971,0.374691,0.00180000000000041,0.04,0.124971,0.374691,,0.04,0.124971,0.374691,0.00180000000000041,0.04,0.124971,0.374691,,0.04,0.124971,0.374691,,0.04,0.124976,0.374629,-0.0008000000000008,0.04,0.124976,0.374625,,0.04,0.124981380482,0.374621158435,-0.000467070599999286,0.04,0.124981380482,0.374621158435,-0.000467070599999286
0.05,0.124976562663,0.375027319999,0.000468785775,7.00696786793465,0.0084773508720588,0.06,0.124927,0.374494,,0.05,0.124953,0.374553,,0.05,0.124976709776,0.374642510006,-0.000466571500000457,0.05,0.124953,0.374554,,0.05,0.12497667339,0.374638084183,-0.000466554300000699,0.05,0.124953,0.374554,,0.05,0.124953,0.374554,0.00249999999999973,0.05,0.124953,0.374554,,0.05,0.124953,0.374554,0.00249999999999973,0.05,0.124953,0.374554,,0.05,0.124953,0.374554,,0.05,0.124968,0.374634,-0.000799999999999413,0.05,0.124968,0.374629,,0.05,0.124976709776,0.374642510006,-0.000466571500000457,0.05,0.124976709776,0.374642510006,-0.000466571500000457
0.06,0.124971874649,0.37505621344,0.000468821895,7.99918005640851,0.00572326549413575,0.07,0.124894,0.374345,,0.06,0.124928,0.374405,,0.06,0.124972044061,0.374671828599,-0.000466321500000588,0.06,0.124928,0.374406,,0.06,0.124972007847,0.374667433263,-0.000466310299999939,0.06,0.124928,0.374406,,0.06,0.124928,0.374406,0.00339999999999923,0.06,0.124928,0.374406,,0.06,0.124928,0.374406,0.00339999999999923,0.06,0.124928,0.374406,,0.06,0.124928,0.374406,,0.06,0.12496,0.374645,-0.000800000000000799,0.06,0.12496,0.37464,,0.06,0.124972044061,0.374671828599,-0.000466321500000588,0.06,0.124972044061,0.374671828599,-0.000466321500000588
0.07,0.124967186225,0.375092918664,0.000468867775,9.01397481293227,0.00160448059437492,0.08,0.124853,0.374199,,0.07,0.124894,0.374256,,0.07,0.124967380846,0.374709083104,-0.000466426199999259,0.07,0.124894,0.374257,,0.07,0.124967344744,0.374704515561,-0.000466413999999915,0.07,0.124894,0.374257,,0.07,0.124894,0.374257,0.00399999999999984,0.07,0.124894,0.374257,,0.07,0.124894,0.374257,0.00399999999999984,0.07,0.124894,0.374257,,0.07,0.124894,0.374257,,0.07,0.124952,0.374662,-0.000799999999999413,0.07,0.124952,0.374658,,0.07,0.124967380846,0.374709083104,-0.000466426199999259,0.07,0.124967380846,0.374709083104,-0.000466426199999259
0.08,0.124962497294,0.375137437929,0.000468923425,10.0064185682023,0.00250633649473431,0.09,0.124807,0.37407,,0.08,0.124854,0.374114,,0.08,0.124962716584,0.374754290458,-0.000466823200000188,0.08,0.124854,0.374115,,0.08,0.124962680604,0.374749578551,-0.000466810499999415,0.08,0.124854,0.374115,,0.08,0.124854,0.374115,0.00460000000000044,0.08,0.124854,0.374115,,0.08,0.124854,0.374115,0.00460000000000044,0.08,0.124854,0.374115,,0.08,0.124854,0.374115,,0.08,0.124944,0.374688,-0.000899999999999513,0.08,0.124944,0.374683,,0.08,0.124962716584,0.374754290458,-0.000466823200000188,0.08,0.124962716584,0.374754290458,-0.000466823200000188
0.09,0.124957807757,0.375189774192,0.00046898885,11.0193675745831,0.00294373768987332,0.1,0.124759,0.373966,,0.09,0.124808,0.373988,,0.09,0.124958048352,0.374807368309,-0.000467335900000698,0.09,0.124808,0.373989,,0.09,0.124958012499,0.374802488821,-0.000467323100000749,0.09,0.124808,0.373989,,0.09,0.124808,0.373989,0.00480000000000063,0.09,0.124808,0.373989,,0.09,0.124808,0.373989,0.00480000000000063,0.09,0.124808,0.373989,,0.09,0.124808,0.373989,,0.09,0.124935,0.374722,-0.000800000000000799,0.09,0.124935,0.374718,,0.09,0.124958048352,0.374807368309,-0.000467335900000698,0.09,0.124958048352,0.374807368309,-0.000467335900000698
0.1,0.124953117517,0.375249931114,0.000469064045,11.4024482924772,0.00253191566920938,0.11,0.124712,0.373895,,0.1,0.12476,0.373886,,0.1,0.124953374993,0.374868170717,-0.000467726499998877,0.1,0.12476,0.373887,,0.1,0.124953339268,0.374863239025,-0.000467713799999492,0.1,0.12476,0.373887,,0.1,0.12476,0.373887,0.00469999999999915,0.1,0.12476,0.373887,,0.1,0.12476,0.373887,0.00469999999999915,0.1,0.12476,0.373887,,0.1,0.12476,0.373887,,0.1,0.124927,0.374766,-0.000799999999999413,0.1,0.124927,0.374761,,0.1,0.124953374993,0.374868170717,-0.000467726499998877,0.1,0.124953374993,0.374868170717,-0.000467726499998877
0.11,0.124948426476,0.375317913056,0.00046914902,11.9416966199284,0.00203587877481383,0.12,0.124671,0.373863,,0.11,0.124713,0.373815,,0.11,0.124948697728,0.374936827453,-0.000467778600000968,0.11,0.124713,0.373816,,0.11,0.12494866213,0.374931860446,-0.000467765599999892,0.11,0.124713,0.373816,,0.11,0.124713,0.373816,0.00420000000000004,0.11,0.124713,0.373816,,0.11,0.124713,0.373816,0.00420000000000004,0.11,0.124713,0.373816,,0.11,0.124713,0.373816,,0.11,0.124919,0.37482,-0.0007000000000007,0.11,0.124919,0.374816,,0.11,0.124948697728,0.374936827453,-0.000467778600000968,0.11,0.124948697728,0.374936827453,-0.000467778600000968
0.12,0.124943734536,0.375393725078,0.000469243785,12.5064472562874,0.00168826977588055,0.13,0.124637,0.373873,,0.12,0.124671,0.373781,,0.12,0.124944019942,0.375013466568,-0.000467367999999746,0.12,0.124671,0.373782,,0.12,0.124943984474,0.375008309132,-0.000467354100000538,0.12,0.124671,0.373783,,0.12,0.124671,0.373783,0.00340000000000062,0.12,0.124671,0.373783,,0.12,0.124671,0.373782,0.00340000000000062,0.12,0.124671,0.373783,,0.12,0.124671,0.373783,,0.12,0.124912,0.374886,-0.000599999999999212,0.12,0.124912,0.37488,,0.12,0.124944019942,0.375013466568,-0.000467367999999746,0.12,0.124944019942,0.375013466568,-0.000467367999999746
0.13,0.1249390416,0.375477372934,0.000469348355001,13.097906265118,0.00140866987513834,0.14,0.124613,0.373926,,0.13,0.124637,0.373789,,0.13,0.124939346262,0.375097967865,-0.000466496100000324,0.13,0.124637,0.37379,,0.13,0.124939310933,0.375092579521,-0.000466481799998863,0.13,0.124637,0.37379,,0.13,0.124637,0.37379,0.00229999999999952,0.13,0.124637,0.37379,,0.13,0.124637,0.37379,0.00229999999999952,0.13,0.124637,0.37379,,0.13,0.124637,0.37379,,0.13,0.124906,0.374962,-0.0006000000000006,0.13,0.124906,0.374957,,0.13,0.124939346262,0.375097967865,-0.000466496100000324,0.13,0.124939346262,0.375097967865,-0.000466496100000324
0.14,0.124934347569,0.375568863077,0.000469462715,13.5511919054194,0.00121690188761851,0.15,0.124601,0.374024,,0.14,0.124614,0.37384,,0.14,0.124934681301,0.37519021066,-0.00046527909999955,0.14,0.124614,0.373841,,0.14,0.124934646115,0.375184668103,-0.000465265000000604,0.14,0.124614,0.373841, ,0.14,0.124614,0.373841,0.00119999999999981,0.14,0.124614,0.373841,,0.14,0.124614,0.373841,0.00119999999999981,0.14,0.124614,0.373841,,0.14,0.124614,0.373841,,0.14,0.1249,0.37505,-0.000499999999999113,0.14,0.1249,0.375045,,0.14,0.124934681301,0.37519021066,-0.00046527909999955,0.14,0.124934681301,0.37519021066,-0.00046527909999955
0.15,0.124929652346,0.375668202649,0.00046958689,14.0366238916595,0.00106156822275621,0.16,0.124601,0.374164,,0.15,0.124602,0.373936,,0.15,0.12493002851,0.375290242081,-0.000463895999999741,0.15,0.124602,0.373937,,0.15,0.124929993465,0.37528457527,-0.000463882500000012,0.15,0.124602,0.373937,,0.15,0.124602,0.373937,0,0.15,0.124602,0.373937,,0.15,0.124602,0.373937,0,0.15,0.124602,0.373937,,0.15,0.124602,0.373937,,0.15,0.124895,0.37515,-0.0004000000000004,0.15,0.124895,0.375144,,0.15,0.12493002851,0.375290242081,-0.000463895999999741,0.15,0.12493002851,0.375290242081,-0.000463895999999741
0.16,0.124924955831,0.375775399485,0.00046972089,14.6709928453127,0.00102597285263792,0.17,0.124612,0.374345,,0.16,0.124602,0.374074,,0.16,0.12492538955,0.375398152608,-0.000462522300000156,0.16,0.124602,0.374075,,0.16,0.12492535464,0.375392303975,-0.000462509099999342,0.16,0.124602,0.374075,,0.16,0.124602,0.374076,-0.00109999999999971,0.16,0.124602,0.374075,,0.16,0.124602,0.374075,-0.00109999999999971,0.16,0.124602,0.374075,,0.16,0.124602,0.374075,,0.16,0.124891,0.375261,-0.0004000000000004,0.16,0.124891,0.375255,,0.16,0.12492538955,0.375398152608,-0.000462522300000156,0.16,0.12492538955,0.375398152608,-0.000462522300000156
0.17,0.124920257928,0.37589046211,0.000469864715,15.3648182546421,0.00092179141242946,0.18,0.124633,0.374563,,0.17,0.124613,0.374253,,0.17,0.124920764327,0.375513958725,-0.000461271599999647,0.17,0.124613,0.374254,,0.17,0.124920729549,0.375507878835,-0.000461259100000001,0.17,0.124613,0.374254,,0.17,0.124613,0.374254,-0.00199999999999923,0.17,0.124613,0.374254,,0.17,0.124613,0.374254,-0.00199999999999923,0.17,0.124613,0.374254,,0.17,0.124613,0.374254,,0.17,0.124887,0.375383,-0.000300000000000301,0.17,0.124887,0.375377,,0.17,0.124920764327,0.375513958725,-0.000461271599999647,0.17,0.124920764327,0.375513958725,-0.000461271599999647
0.18,0.124915558537,0.376013399733,0.000470018395,16.0966568126512,0.000767415204523249,0.19,0.124661,0.374812,,0.18,0.124633,0.374468,,0.18,0.124916151611,0.37563764101,-0.00046017290000061,0.18,0.124633,0.374469,,0.18,0.124916116958,0.375631332331,-0.000460160800000442,0.18,0.124633,0.374469,,0.18,0.124633,0.37447,-0.00290000000000012,0.18,0.124633,0.374469,,0.18,0.124633,0.374469,-0.00290000000000012,0.18,0.124633,0.374469,,0.18,0.124633,0.374469,,0.18,0.124884,0.375517,-0.000199999999998812,0.18,0.124884,0.37551,,0.18,0.124916151611,0.37563764101,-0.00046017290000061,0.18,0.124916151611,0.37563764101,-0.00046017290000061
0.19,0.12491085756,0.376144222249,0.000470181925,16.8524587154586,0.000674890426000279,0.2,0.124694,0.375086,,0.19,0.124661,0.374715,,0.19,0.124911549882,0.375769220912,-0.000459182899999188,0.19,0.124662,0.374715,,0.19,0.12491151535,0.375762703776,-0.000459171300000449,0.19,0.124662,0.374716,,0.19,0.124662,0.374716,-0.00330000000000052,0.19,0.124662,0.374716,,0.19,0.124662,0.374716,-0.00330000000000052,0.19,0.124662,0.374716,,0.19,0.124662,0.374716,,0.19,0.124882,0.37566,-0.0002000000000002,0.19,0.124882,0.375654,,0.19,0.124911549882,0.375769220912,-0.000459182899999188,0.19,0.124911549882,0.375769220912,-0.000459182899999188
0.2,0.124906154899,0.376282940234,0.000470355319999,17.6494507247754,0.000578960822240493,0.21,0.124729,0.375379,,0.2,0.124695,0.374986,,0.2,0.124906958053,0.375908772926,-0.000458233100000816,0.2,0.124695,0.374987,,0.2,0.124906923637,0.375902045127,-0.000458221499999302,0.2,0.124695,0.374987,,0.2,0.124695,0.374987,-0.00349999999999934,0.2,0.124695,0.374987,,0.2,0.124695,0.374987,-0.00349999999999934,0.2,0.124695,0.374987,,0.2,0.124695,0.374987,,0.2,0.12488,0.375814,-0.0001000000000001,0.2,0.12488,0.375807,,0.2,0.124906958053,0.375908772926,-0.000458233100000816,0.2,0.124906958053,0.375908772926,-0.000458233100000816
0.21,0.124901450454,0.376429564945,0.000470538605001,18.4453515987016,0.000610672804412803,0.22,0.124764,0.375685,,0.21,0.12473,0.375276,,0.21,0.124902375722,0.376056376617,-0.000457287100000258,0.21,0.12473,0.375277,,0.21,0.124902341422,0.376049409974,-0.000457275199999829,0.21,0.12473,0.375277,,0.21,0.12473,0.375278,-0.00350000000000072,0.21,0.12473,0.375277,,0.21,0.12473,0.375277,-0.00350000000000072,0.21,0.12473,0.375277,,0.21,0.12473,0.375277,,0.21,0.124879,0.375976,-0.0002000000000002,0.21,0.124879,0.375969,,0.21,0.124902375722,0.376056376617,-0.000457287100000258,0.21,0.124902375722,0.376056376617,-0.000457287100000258
0.22,0.124896744126,0.376584108314,0.00047073179,19.2771435726396,0.000668943872087107,0.23,0.124796,0.375997,,0.22,0.124765,0.375579,,0.22,0.124897802851,0.376212075607,-0.000456385099999179,0.22,0.124765,0.375579,,0.22,0.12489776867,0.376204848477,-0.000456372300000618,0.22,0.124765,0.37558,,0.22,0.124765,0.37558,-0.00320000000000042,0.22,0.124765,0.37558,,0.22,0.124765,0.37558,-0.00320000000000042,0.22,0.124765,0.37558,,0.22,0.124765,0.37558,,0.22,0.124877,0.376147,-0.0001000000000001,0.22,0.124877,0.37614,,0.22,0.124897802851,0.376212075607,-0.000456385099999179,0.22,0.124897802851,0.376212075607,-0.000456385099999179
0.23,0.124892035818,0.376746582949,0.000470934885,20.0198994081503,0.000528130024754899,0.24,0.124822,0.376309,,0.23,0.124797,0.375887,,0.23,0.124893239,0.37637588934,-0.00045565390000002,0.23,0.124797,0.375888,,0.23,0.124893204947,0.376368404024,-0.000455640200000552,0.23,0.124797,0.375888,,0.23,0.124797,0.375889,-0.00259999999999983,0.23,0.124797,0.375888,,0.23,0.124797,0.375888,-0.00259999999999983,0.23,0.124797,0.375888,,0.23,0.124797,0.375888,,0.23,0.124876,0.376326,-0.0001000000000001,0.23,0.124876,0.376319,,0.23,0.124893239,0.37637588934,-0.00045565390000002,0.23,0.124893239,0.37637588934,-0.00045565390000002
0.24,0.124887325429,0.376917002129,0.00047114791,20.6173283223525,0.000415812855977844,0.25,0.124842,0.376617,,0.24,0.124823,0.376196,,0.24,0.124888682461,0.376547843391,-0.000455274800000016,0.24,0.124823,0.376197,,0.24,0.124888648545,0.376540106493,-0.000455259699999599,0.24,0.124823,0.376197,,0.24,0.124823,0.376198,-0.00199999999999922,0.24,0.124823,0.376197,,0.24,0.124823,0.376197,-0.00199999999999922,0.24,0.124823,0.376197,,0.24,0.124823,0.376197,,0.24,0.124875,0.376512,-0.0002000000000002,0.24,0.124874,0.376505,,0.24,0.124888682461,0.376547843391,-0.000455274800000016,0.24,0.124888682461,0.376547843391,-0.000455274800000016
0.25,0.12488261286,0.377095379803,0.000471370885,21.4117219972433,0.000355416187934764,0.26,0.124853,0.376915,,0.25,0.124843,0.376501,,0.25,0.124884129713,0.376727964563,-0.000455417700000182,0.25,0.124843,0.376502,,0.25,0.124884095948,0.376719967422,-0.000455401099999641,0.25,0.124843,0.376502,,0.25,0.124843,0.376502,-0.0011000000000011,0.25,0.124843,0.376502,,0.25,0.124843,0.376502,-0.0011000000000011,0.25,0.124843,0.376502,,0.25,0.124843,0.376502,,0.25,0.124873,0.376706,-0.0002000000000002,0.25,0.124873,0.376697,,0.25,0.124884129713,0.376727964563,-0.000455417700000182,0.25,0.124884129713,0.376727964563,-0.000455417700000182
0.26,0.124877898011,0.377281730583,0.00047160383,22.4243321822404,0.000373687854204744,0.27,0.124857,0.377202,,0.26,0.124854,0.376797,,0.26,0.124879575536,0.376916251696,-0.000456170599999472,0.26,0.124854,0.376798,,0.26,0.124879541937,0.376907978989,-0.000456152600000758,0.26,0.124854,0.376798,,0.26,0.124854,0.376798,-0.000299999999998912,0.26,0.124854,0.376798,,0.26,0.124854,0.376798,-0.000299999999998912,0.26,0.124854,0.376798,,0.26,0.124854,0.376798,,0.26,0.124871,0.376905,-0.000299999999998912,0.26,0.124871,0.376897,,0.26,0.124879575536,0.376916251696,-0.000456170599999472,0.26,0.124879575536,0.376916251696,-0.000456170599999472
0.27,0.124873180783,0.377476069749,0.000471846755,23.4848310604912,0.000369787729798041,0.28,0.124853,0.377475,,0.27,0.124857,0.377081,,0.27,0.12487501383,0.377112668523,-0.000457490700001006,0.27,0.124857,0.377082,,0.27,0.124874980411,0.377104114623,-0.000457471299999956,0.27,0.124857,0.377082,,0.27,0.124857,0.377083,0.000299999999998912,0.27,0.124857,0.377082,,0.27,0.124857,0.377082,0.000299999999998912,0.27,0.124857,0.377082,,0.27,0.124857,0.377082,,0.27,0.124868,0.377111,-0.0003000000000003,0.27,0.124868,0.377102,,0.27,0.12487501383,0.377112668523,-0.000457490700001006,0.27,0.12487501383,0.377112668523,-0.000457490700001006
0.28,0.124868461076,0.377678413236,0.000472099685,24.5954833997964,0.000308863166616653,0.29,0.124845,0.377733,,0.28,0.124854,0.377352,,0.28,0.124870438923,0.377317164151,-0.000459203399999499,0.28,0.124854,0.377353,,0.28,0.124870405698,0.377308331764,-0.000459182499999713,0.28,0.124854,0.377353,,0.28,0.124854,0.377353,0.000800000000000804,0.28,0.124854,0.377353,,0.28,0.124854,0.377353,0.000800000000000804,0.28,0.124854,0.377353,,0.28,0.124854,0.377353,,0.28,0.124865,0.377322,-0.000400000000000402,0.28,0.124865,0.377313,,0.28,0.124870438923,0.377317164151,-0.000459203399999499,0.28,0.124870438923,0.377317164151,-0.000459203399999499
0.29,0.124863738789,0.377888777641,0.00047236265,25.7586610740987,0.000280365987202195,0.3,0.124834,0.377977,,0.29,0.124846,0.377608,,0.29,0.124865846889,0.377529689444,-0.000461047600000541,0.29,0.124846,0.377609,,0.29,0.124865813873,0.377520578208,-0.000461025600000109,0.29,0.124846,0.377609,,0.29,0.124846,0.377609,0.00109999999999971,0.29,0.124846,0.377609,,0.29,0.124846,0.377609,0.00109999999999971,0.29,0.124846,0.377609,,0.29,0.124846,0.377609,,0.29,0.124861,0.377539,-0.0004000000000004,0.29,0.124861,0.37753,,0.29,0.124865846889,0.377529689444,-0.000461047600000541,0.29,0.124865846889,0.377529689444,-0.000461047600000541
0.3,0.124859013823,0.378107180212,0.000472635655,26.8637631918362,0.000231520397244802,0.31,0.124823,0.378206,,0.3,0.124835,0.377849,,0.3,0.124861236413,0.377750196078,-0.000462753899999057,0.3,0.124835,0.37785,,0.3,0.124861203617,0.377740800168,-0.000462730599999627,0.3,0.124835,0.37785,,0.3,0.124835,0.377851,0.00119999999999981,0.3,0.124835,0.37785,,0.3,0.124835,0.37785,0.00119999999999981,0.3,0.124835,0.37785,,0.3,0.124835,0.37785,,0.3,0.124857,0.377762,-0.000399999999999012,0.3,0.124857,0.377752,,0.3,0.124861236413,0.377750196078,-0.000462753899999057,0.3,0.124861236413,0.377750196078,-0.000462753899999057
0.31,0.124854286076,0.378333638848,0.00047291873,28.0162765739681,0.000183151383233365,0.32,0.124813,0.378422,,0.31,0.124823,0.378076,,0.31,0.124856608874,0.377978635609,-0.000464118800000412,0.31,0.124823,0.378077,,0.31,0.124856576311,0.377968950623,-0.000464094499999512,0.31,0.124823,0.378077,,0.31,0.124823,0.378077,0.000900000000000899,0.31,0.124823,0.378077,,0.31,0.124823,0.378077,0.000900000000000899,0.31,0.124823,0.378077,,0.31,0.124823,0.378077,,0.31,0.124853,0.37799,-0.0005000000000005,0.31,0.124853,0.37798,,0.31,0.124856608874,0.377978635609,-0.000464118800000412,0.31,0.124856608874,0.377978635609,-0.000464118800000412
0.32,0.124849555448,0.378568172099,0.0004732119,29.3412315219236,0.000172340707166347,0.33,0.124805,0.378627,,0.32,0.124814,0.378289,,0.32,0.124851967686,0.378214971382,-0.000465048099999865,0.32,0.124814,0.37829,,0.32,0.124851935366,0.37820499788,-0.000465023200001135,0.32,0.124814,0.378291,,0.32,0.124814,0.378291,0.000799999999999412,0.32,0.124814,0.378291,,0.32,0.124814,0.378291,0.000799999999999412,0.32,0.124814,0.378291,,0.32,0.124814,0.378291,,0.32,0.124848,0.378224,-0.0006000000000006,0.32,0.124848,0.378214,,0.32,0.124851967686,0.378214971382,-0.000465048099999865,0.32,0.124851967686,0.378214971382,-0.000465048099999865
0.33,0.124844821838,0.378810799155,0.00047351519,30.7288466741884,0.000160510379186371,0.34,0.1248,0.378823,,0.33,0.124806,0.378492,,0.33,0.124847317205,0.37845919326,-0.000465553400000318,0.33,0.124806,0.378493,,0.33,0.124847285134,0.37844893271,-0.000465527999998771,0.33,0.124806,0.378493,,0.33,0.124806,0.378493,0.0005000000000005,0.33,0.124806,0.378493,,0.33,0.124806,0.378493,0.0005000000000005,0.33,0.124806,0.378493,,0.33,0.124806,0.378493,,0.33,0.124842,0.378464,-0.000499999999999112,0.33,0.124842,0.378454,,0.33,0.124847317205,0.37845919326,-0.000465553400000318,0.33,0.124847317205,0.37845919326,-0.000465553400000318
0.34,0.124840085145,0.37906153985,0.00047382862,32.1820853777128,0.000142590715987851,0.35,0.124796,0.379012,,0.34,0.124801,0.378685,,0.34,0.124842661671,0.378711321585,-0.00046570780000005,0.34,0.124801,0.378686,,0.34,0.124842629854,0.378700772506,-0.000465682100000977,0.34,0.124801,0.378686,,0.34,0.124801,0.378686,0.000399999999999014,0.34,0.124801,0.378686,,0.34,0.124801,0.378686,0.000399999999999014,0.34,0.124801,0.378686,,0.34,0.124801,0.378686,,0.34,0.124837,0.37871,-0.000700000000000703,0.34,0.124837,0.378699,,0.34,0.124842661671,0.378711321585,-0.00046570780000005,0.34,0.124842661671,0.378711321585,-0.00046570780000005
0.35,0.124835345266,0.379320414655,0.000474152215,33.7040511230234,0.000124350354311688,0.36,0.12479,0.379196,,0.35,0.124797,0.37887,,0.35,0.124838004593,0.378971402477,-0.000465588699999353,0.35,0.124797,0.378871,,0.35,0.124837973033,0.378960562448,-0.000465562899999716,0.35,0.124797,0.378872,,0.35,0.124797,0.378872,0.0006000000000006,0.35,0.124797,0.378872,,0.35,0.124797,0.378872,0.0006000000000006,0.35,0.124797,0.378872,,0.35,0.124797,0.378872,,0.35,0.12483,0.378962,-0.000599999999999212,0.35,0.12483,0.378952,,0.35,0.124838004593,0.378971402477,-0.000465588699999353,0.35,0.124838004593,0.378971402477,-0.000465588699999353
0.36,0.1248306021,0.379587444677,0.00047448601,35.2172672058477,0.000110980813809831,0.37,0.12478,0.379378,,0.36,0.124791,0.379052,,0.36,0.124833348706,0.379239504308,-0.000465235100000072,0.36,0.124791,0.379053,,0.36,0.124833317404,0.379228373295,-0.000465209300000435,0.36,0.124791,0.379053,,0.36,0.124791,0.379054,0.000999999999999611,0.36,0.124791,0.379053,,0.36,0.124791,0.379053,0.000999999999999611,0.36,0.124791,0.379053,,0.36,0.124791,0.379053,,0.36,0.124824,0.379221,-0.000700000000000699,0.36,0.124824,0.37921,,0.36,0.124833348706,0.379239504308,-0.000465235100000072,0.36,0.124833348706,0.379239504308,-0.000465235100000072
0.37,0.124825855546,0.37986265165,0.000474830025,36.5043718387169,8.9656063200612E-05,0.38,0.124764,0.379562,,0.37,0.124781,0.379231,,0.37,0.124828696355,0.379515716296,-0.000464640199999977,0.37,0.124781,0.379232,,0.37,0.124828665311,0.379504295619,-0.000464614199999213,0.37,0.124781,0.379232,,0.37,0.124781,0.379233,0.00160000000000021,0.37,0.124781,0.379232,,0.37,0.124781,0.379232,0.00160000000000021,0.37,0.124781,0.379232,,0.37,0.124781,0.379232,,0.37,0.124817,0.379488,-0.000699999999999312,0.37,0.124817,0.379476,,0.37,0.124828696355,0.379515716296,-0.000464640199999977,0.37,0.124828696355,0.379515716296,-0.000464640199999977
0.38,0.1248211055,0.380146057941,0.000475184285,38.3075063204897,8.47538383967953E-05,0.39,0.12474,0.379749,,0.38,0.124765,0.379411,,0.38,0.124824049953,0.379800142261,-0.000463776700000695,0.38,0.124765,0.379412,,0.38,0.124824019169,0.379788431682,-0.00046375019999989,0.38,0.124765,0.379412,,0.38,0.124765,0.379413,0.00249999999999972,0.38,0.124765,0.379412,,0.38,0.124765,0.379412,0.00249999999999972,0.38,0.124765,0.379412,,0.38,0.124765,0.379412,,0.38,0.12481,0.379761,-0.000700000000000699,0.38,0.12481,0.37975,,0.38,0.124824049953,0.379800142261,-0.000463776700000695,0.38,0.124824049953,0.379800142261,-0.000463776700000695
