Ref1: Simulation of the Taylor–Green Vortex Using High-Order Flux Reconstruction Schemes,,,"Ref 2: 1st International Workshop on High-Order CFD Methods, url: https://cfd.ku.edu/hiocfd.html",,,,,"Ne=8^3, N=4, SARK4 ",,,"Ne=16^3, N=4, SARK4 ",,,"Ne=24^3, N=4, SARK4 ",,,"Ne=8^3, N=4, SARK4 ",,,,,,"Ne=16^3, N=4, SARK4 ",,,,,,"Ne=24^3, N=4, SARK4 ",,,,,,"Ne=8^3, N=4, SARK4 ",,,,,,"Ne=16^3, N=4, SARK4 ",,,,"Ne=24^3, N=4, SARK4 ",,,,"Ne=8^3, N=4, SARK4 with density",,,,"Ne=32^3, N=4, SARK4 with density",,,,,,,,
Ek,t*,,Ek,t*,Dissipation Rate,Enstrophy,,Ek,t*,,Ek,t*,,Ek,t*,,Ek,t*,,DE/DT,t*,,Ek,t*,,DE/DT,t*,,Ek,t*,,DE/DT,t*,,t*,KE,Dissipation Rate,Enstrophy,,,t*,KE,Enstrophy,,t*,KE,Enstrophy,,t*,KE,Enstrophy,,t*,KE,Enstrophy,Dissipation Rate,,,,,
0.125056945934438,0.0413006768415292,,0,0.125,0.00046874284,0.375,,0.125,0,,0.125,0,,0.125,0,,0,0.125,,0,0,,0,0.125,,0,0,,0,0.125,,0,0,,0,0.125,0,0.375,,,0,0.125,0.375,,0,0.125,0.375,,0,0.125,0.375,,0,0.125,0.375,0,,0,0.125,0.375,0
0.124625607849564,1.03075004716265,,0.01,0.124995312572,0.00046873893,0.374989843653,,0.124455,1,,0.124455,1,,0.124455,1,,0.01,0.124995,,0.01,0.0005000000000005,,0.01,0.124995,,0.01,0.0005000000000005,,0.01,0.124995,,0.01,0.0005000000000005,,0.1,0.12476,0.00240000000000004,0.374474,,,0.01,0.124995,0.374978,,0.01,0.124995,0.374978,,0.01,0.124995,0.374969,,0.01,0.124995,0.374969,0.0005000000000005,,0.5,0.1245,0.382699,0.001
0.124303144872686,1.53885370517911,,0.02,0.124990625221,0.000468736,0.374987498403,,0.123717,2,,0.123721,2,,0.123722,2,,0.02,0.12499,,0.02,0.000499999999999112,,0.02,0.12499,,0.02,0.000499999999999112,,0.02,0.12499,,0.02,0.000499999999999112,,0.2,0.124696,0.000639999999999946,0.375502,,,0.02,0.12499,0.374941,,0.02,0.12499,0.374941,,0.02,0.12499,0.374904,,0.02,0.12499,0.374905,0.000499999999999112,,1,0.124461,0.41436,0.0000779999999999947
0.123980444047401,2.10043927627544,,0.03,0.124985937852,0.000468742835,0.374992962973,,0.122725,3,,0.122753,3,,0.122756,3,,0.03,0.124982,,0.03,0.0008000000000008,,0.03,0.124982,,0.03,0.0008000000000008,,0.03,0.124982,,0.03,0.0008000000000008,,0.3,0.124833,-0.00136999999999998,0.377979,,,0.03,0.124982,0.374891,,0.03,0.124982,0.374891,,0.03,0.124982,0.37481,,0.03,0.124982,0.37481,0.0008000000000008,,1.5,0.124199,0.472129,0.000523999999999997
0.123551246598184,2.60855142887784,,0.04,0.124981250365,0.000468759425,0.375006236792,,0.121224,4,,0.121411,4,,0.121438,4,,0.04,0.124971,,0.04,0.00109999999999971,,0.04,0.124971,,0.04,0.00109999999999971,,0.04,0.124971,,0.04,0.00109999999999971,,0.4,0.124709,0.00123999999999999,0.380165,,,0.04,0.124971,0.374831,,0.04,0.124971,0.374831,,0.04,0.124971,0.374691,,0.04,0.124971,0.374691,0.00109999999999971,,2,0.123768,0.565013,0.000862000000000002
0.123122286997373,3.06318166840039,,0.05,0.124976562663,0.000468785775,0.375027319999,,0.117332,5,,0.118134,5,,0.118325,5,,0.05,0.124953,,0.05,0.00180000000000041,,0.05,0.124953,,0.05,0.00180000000000041,,0.05,0.124953,,0.05,0.00180000000000041,,0.5,0.124492,0.00216999999999995,0.383289,,,0.05,0.124953,0.374763,,0.05,0.124953,0.374763,,0.05,0.124953,0.374553,,0.05,0.124953,0.374554,0.00180000000000041,,2.5,0.123499,0.703225,0.000538000000000011
0.122586711848425,3.49107944596895,,0.06,0.124971874649,0.000468821895,0.37505621344,,0.109001,6,,0.112571,6,,0.113191,6,,0.06,0.124928,,0.06,0.00249999999999973,,0.06,0.124928,,0.06,0.00249999999999973,,0.06,0.124928,,0.06,0.00249999999999973,,0.6,0.1247,-0.00208,0.388313,,,0.06,0.124928,0.374692,,0.06,0.124928,0.374692,,0.06,0.124928,0.374405,,0.06,0.124928,0.374406,0.00249999999999973,,3,0.122828,0.899495,0.00134199999999998
0.121516869716766,4.05272447916685,,0.07,0.124967186225,0.000468867775,0.375092918664,,0.0987928,7,,0.104818,7,,0.106412,7,,0.07,0.124894,,0.07,0.00339999999999923,,0.07,0.124894,,0.07,0.00339999999999923,,0.07,0.124895,,0.07,0.00329999999999913,,0.7,0.124612,0.000880000000000048,0.393259,,,0.07,0.124894,0.374623,,0.07,0.124894,0.374623,,0.07,0.124894,0.374256,,0.07,0.124894,0.374257,0.00339999999999923,,3.5,0.122354,1.178525,0.000948000000000004
0.12066144792341,4.40042487087345,,0.08,0.124962497294,0.000468923425,0.375137437929,,0.0873928,8,,0.0944956,8,,0.097224,8,,0.08,0.124854,,0.08,0.00399999999999984,,0.08,0.124854,,0.08,0.00399999999999984,,0.08,0.124854,,0.08,0.00409999999999994,,0.8,0.124293,0.00319,0.398856,,,0.08,0.124854,0.374561,,0.08,0.124854,0.374561,,0.08,0.124854,0.374114,,0.08,0.124854,0.374115,0.00399999999999984,,4,0.121472,1.654363,0.00176400000000002
0.119592676109579,4.72140129521199,,0.09,0.124957807757,0.00046898885,0.375189774192,,0.0776912,9,,0.0826787,9,,0.0853799,9,,0.09,0.124808,,0.09,0.00460000000000044,,0.09,0.124808,,0.09,0.00460000000000044,,0.09,0.124808,,0.09,0.00460000000000044,,0.9,0.124566,-0.00272999999999996,0.406668,,,0.09,0.124808,0.37451,,0.09,0.124808,0.37451,,0.09,0.124808,0.373988,,0.09,0.124808,0.373989,0.00460000000000044,,4.5,0.120143,2.431149,0.00265799999999999
0.117776168368356,5.17614196435177,,0.1,0.124953117517,0.000469064045,0.375249931114,,0.0686606,10,,0.070759,10,,0.0733482,10,,0.1,0.12476,,0.1,0.00480000000000063,,0.1,0.12476,,0.1,0.00480000000000063,,0.1,0.12476,,0.1,0.00480000000000063,,1,0.124455,0.00111,0.414583,,,0.1,0.12476,0.374475,,0.1,0.12476,0.374475,,0.1,0.12476,0.373886,,0.1,0.12476,0.373887,0.00480000000000063,,5,0.118243,3.278967,0.0038
0.115853164003201,5.57740921499762,,0.11,0.124948426476,0.00046914902,0.375317913056,,0.0615264,11,,0.0596548,11,,0.0614773,11,,0.11,0.124713,,0.11,0.00469999999999915,,0.11,0.124713,,0.11,0.00469999999999915,,0.11,0.124713,,0.11,0.00469999999999915,,1.1,0.124164,0.00290999999999999,0.423347,,,0.11,0.124713,0.37446,,0.11,0.124713,0.374461,,0.11,0.124713,0.373815,,0.11,0.124713,0.373816,0.00469999999999915,,5.5,0.115926,3.872734,0.004634
0.11382354408991,5.95194400368949,,0.12,0.124943734536,0.000469243785,0.375393725078,,0.0553096,12,,0.0503841,12,,0.0511763,12,,0.12,0.124671,,0.12,0.00420000000000004,,0.12,0.124672,,0.12,0.00409999999999994,,0.12,0.124672,,0.12,0.00409999999999994,,1.2,0.124357,-0.00192999999999999,0.434055,,,0.12,0.124671,0.374469,,0.12,0.124671,0.374469,,0.12,0.124671,0.373781,,0.12,0.124671,0.373783,0.00420000000000004,,6,0.11335,4.458205,0.00515199999999999
0.111794043100821,6.29973783584142,,0.13,0.1249390416,0.000469348355001,0.375477372934,,0.0491064,13,,0.0427302,13,,0.0429783,13,,0.13,0.124638,,0.13,0.00330000000000052,,0.13,0.124638,,0.13,0.00340000000000062,,0.13,0.124638,,0.13,0.00340000000000062,,1.3,0.124361,-0.00004000000000004,0.445722,,,0.13,0.124637,0.374504,,0.13,0.124637,0.374504,,0.13,0.124637,0.373789,,0.13,0.124637,0.37379,0.00340000000000062,,6.5,0.110258,5.295823,0.00618400000000002
0.109017044032748,6.72781399971473,,0.14,0.124934347569,0.000469462715,0.375568863077,,0.0434664,14,,0.0364703,14,,0.0369042,14,,0.14,0.124614,,0.14,0.00239999999999962,,0.14,0.124614,,0.14,0.00239999999999962,,0.14,0.124614,,0.14,0.00239999999999962,,1.4,0.123988,0.00372999999999999,0.457999,,,0.14,0.124614,0.374567,,0.14,0.124614,0.374567,,0.14,0.124614,0.37384,,0.14,0.124614,0.373841,0.00229999999999952,,7,0.106634,6.062703,0.00724799999999998
0.105813107075318,7.15592414193179,,0.15,0.124929652346,0.00046958689,0.375668202649,,0.0384573,15,,0.0315341,15,,0.0324343,15,,0.15,0.124602,,0.15,0.00119999999999981,,0.15,0.124603,,0.15,0.00109999999999971,,0.15,0.124603,,0.15,0.00109999999999971,,1.5,0.124192,-0.00203999999999996,0.47251,,,0.15,0.124602,0.374658,,0.15,0.124602,0.374658,,0.15,0.124602,0.373936,,0.15,0.124602,0.373937,0.00119999999999981,,7.5,0.102458,7.078219,0.00835200000000003
0.103036464779854,7.50377743618531,,0.16,0.124924955831,0.00046972089,0.375775399485,,0.034173,16,,0.0273697,16,,0.0289794,16,,0.16,0.124603,,0.16,-0.0001000000000001,,0.16,0.124603,,0.16,0,,0.16,0.124603,,0.16,0,,1.6,0.124187,0.0000499999999999112,0.488364,,,0.16,0.124602,0.374777,,0.16,0.124602,0.374777,,0.16,0.124602,0.374074,,0.16,0.124602,0.374075,0,,8,0.097374,8.310519,0.010168
0.100046472463915,7.82490676307079,,0.17,0.124920257928,0.000469864715,0.37589046211,,0.0307667,17,,0.0239984,17,,0.0262751,17,,0.17,0.124614,,0.17,-0.00109999999999971,,0.17,0.124614,,0.17,-0.00109999999999971,,0.17,0.124614,,0.17,-0.00109999999999971,,1.7,0.123844,0.0034300000000001,0.505187,,,0.17,0.124613,0.374923,,0.17,0.124613,0.374924,,0.17,0.124613,0.374253,,0.17,0.124613,0.374254,-0.00109999999999971,,8.5,0.091712,9.368726,0.011324
0.0973769214134,8.09252869311858,,0.18,0.124915558537,0.000470018395,0.376013399733,,0.0280632,18,,0.0213601,18,,0.0240335,18,,0.18,0.124634,,0.18,-0.00199999999999923,,0.18,0.124635,,0.18,-0.00209999999999933,,0.18,0.124635,,0.18,-0.00209999999999933,,1.8,0.123969,-0.00125,0.524357,,,0.18,0.124634,0.375095,,0.18,0.124634,0.375095,,0.18,0.124633,0.374468,,0.18,0.124633,0.374469,-0.00199999999999923,,9,0.085385,9.599057,0.012654
0.0928922897121008,8.493999813827,,0.19,0.12491085756,0.000470181925,0.376144222249,,0.0256906,19,,0.0191619,19,,0.0220918,19,,0.19,0.124663,,0.19,-0.00290000000000012,,0.19,0.124663,,0.19,-0.00280000000000002,,0.19,0.124663,,0.19,-0.00280000000000002,,1.9,0.123968,0.00001000000000001,0.54526,,,0.19,0.124662,0.375289,,0.19,0.124662,0.375289,,0.19,0.124661,0.374715,,0.19,0.124662,0.374716,-0.00290000000000012,,9.5,0.079497,8.774431,0.011776
0.0892620094863288,8.78843915168818,,0.2,0.124906154899,0.000470355319999,0.376282940234,,0.0237088,20,,0.0173981,20,,0.0205165,20,,0.2,0.124696,,0.2,-0.00330000000000052,,0.2,0.124696,,0.2,-0.00330000000000052,,0.2,0.124696,,0.2,-0.00330000000000052,,2,0.123717,0.00251000000000001,0.567827,,,0.2,0.124695,0.375502,,0.2,0.124695,0.375503,,0.2,0.124695,0.374986,,0.2,0.124695,0.374987,-0.00330000000000052,,10,0.073888,8.729368,0.011218
0.0854182603158782,9.08289547872124,,0.21,0.124901450454,0.000470538605001,0.376429564945,,DE/DT,t*,,DE/DT,t*,,DE/DT,t*,,0.21,0.124731,,0.21,-0.00349999999999934,,0.21,0.124732,,0.21,-0.00359999999999944,,0.21,0.124732,,0.21,-0.00359999999999944,,2.1,0.123675,0.000420000000000003,0.592573,,,0.21,0.124731,0.375732,,0.21,0.124731,0.375732,,0.21,0.12473,0.375276,,0.21,0.12473,0.375277,-0.00349999999999934,,10.5,0.068107,8.961932,0.011562
0.080613425197561,9.48439208318749,,0.22,0.124896744126,0.00047073179,0.376584108314,,0,0,,0,0,,0,0,,0.22,0.124766,,0.22,-0.00350000000000072,,0.22,0.124766,,0.22,-0.00340000000000062,,0.22,0.124767,,0.22,-0.00350000000000072,,2.2,0.123788,-0.00113000000000002,0.619743,,,0.22,0.124766,0.375974,,0.22,0.124766,0.375974,,0.22,0.124765,0.375579,,0.22,0.124765,0.37558,-0.00350000000000072,,11,0.062508,8.384116,0.011198
0.0759153245515832,9.88588019306779,,0.23,0.124892035818,0.000470934885,0.376746582949,,0.000545000000000004,1,,0.000545000000000004,1,,0.000545000000000004,1,,0.23,0.124798,,0.23,-0.00320000000000042,,0.23,0.124798,,0.23,-0.00320000000000042,,0.23,0.124798,,0.23,-0.00310000000000032,,2.3,0.123523,0.00265000000000002,0.648806,,,0.23,0.124797,0.376224,,0.23,0.124797,0.376224,,0.23,0.124797,0.375887,,0.23,0.124797,0.375888,-0.00320000000000042,,11.5,0.057564,7.053389,0.00988799999999999
0.0713239583779446,10.2873598083621,,0.24,0.124887325429,0.00047114791,0.376917002129,,0.000738000000000003,2,,0.000733999999999999,2,,0.000732999999999998,2,,0.24,0.124824,,0.24,-0.00259999999999983,,0.24,0.124824,,0.24,-0.00259999999999983,,0.24,0.124824,,0.24,-0.00259999999999983,,2.4,0.123419,0.00103999999999993,0.680425,,,0.24,0.124824,0.37648,,0.24,0.124824,0.37648,,0.24,0.124823,0.376196,,0.24,0.124823,0.376197,-0.00259999999999983,,12,0.053389,6.276037,0.00835
0.0743893153119839,10.0274423710209,,0.25,0.12488261286,0.000471370885,0.377095379803,,0.000991999999999993,3,,0.000967999999999997,3,,0.000965999999999995,3,,0.25,0.124843,,0.25,-0.00189999999999912,,0.25,0.124843,,0.25,-0.00189999999999912,,0.25,0.124843,,0.25,-0.00189999999999912,,2.5,0.123521,-0.00102000000000005,0.714471,,,0.25,0.124843,0.376738,,0.25,0.124843,0.376738,,0.25,0.124843,0.376501,,0.25,0.124843,0.376502,-0.00199999999999922,,12.5,0.049578,5.719127,0.007622
0.0720338560157045,10.2360043907794,,0.26,0.124877898011,0.00047160383,0.377281730583,,0.001501,4,,0.001342,4,,0.001318,4,,0.26,0.124854,,0.26,-0.0011000000000011,,0.26,0.124854,,0.26,-0.0011000000000011,,0.26,0.124854,,0.26,-0.0011000000000011,,2.6,0.123332,0.00189000000000008,0.751077,,,0.26,0.124854,0.376995,,0.26,0.124854,0.376995,,0.26,0.124854,0.376797,,0.26,0.124854,0.376798,-0.0011000000000011,,13,0.046077,5.14298,0.00700199999999999
0.0702296498580283,10.4006586169045,,0.27,0.124873180783,0.000471846755,0.377476069749,,0.00389199999999999,5,,0.003277,5,,0.003113,5,,0.27,0.124857,,0.27,-0.000299999999998912,,0.27,0.124857,,0.27,-0.000299999999998912,,0.27,0.124857,,0.27,-0.000299999999998912,,2.7,0.123091,0.00240999999999991,0.790554,,,0.27,0.124857,0.377249,,0.27,0.124857,0.377249,,0.27,0.124857,0.377081,,0.27,0.124857,0.377082,-0.000299999999998912,,13.5,0.042951,4.627621,0.00625199999999999
0.0681247151801505,10.5982436882547,,0.28,0.124868461076,0.000472099685,0.377678413236,,0.00833100000000001,6,,0.005563,6,,0.005134,6,,0.28,0.124853,,0.28,0.000399999999999012,,0.28,0.124853,,0.28,0.000399999999999012,,0.28,0.124853,,0.28,0.000399999999999012,,2.8,0.123221,-0.00129999999999992,0.832582,,,0.28,0.124854,0.377499,,0.28,0.124854,0.377499,,0.28,0.124854,0.377352,,0.28,0.124854,0.377353,0.000299999999998912,,14,0.040201,4.058357,0.0055
0.065067556003401,10.8836443468716,,0.29,0.124863738789,0.00047236265,0.377888777641,,0.0102082,7,,0.00775300000000001,7,,0.00677899999999999,7,,0.29,0.124844,,0.29,0.000900000000000904,,0.29,0.124844,,0.29,0.000900000000000904,,0.29,0.124844,,0.29,0.000900000000000904,,2.9,0.123073,0.00147999999999995,0.878363,,,0.29,0.124845,0.377743,,0.29,0.124845,0.377743,,0.29,0.124846,0.377608,,0.29,0.124846,0.377609,0.000800000000000804,,14.5,0.037862,3.531513,0.004678
0.0626618378174775,11.1251372118551,,0.3,0.124859013823,0.000472635655,0.378107180212,,0.0114,8,,0.0103224,8,,0.009188,8,,0.3,0.124833,,0.3,0.00109999999999971,,0.3,0.124833,,0.3,0.00109999999999971,,0.3,0.124833,,0.3,0.00109999999999971,,3,0.122725,0.00348000000000001,0.927398,,,0.3,0.124834,0.37798,,0.3,0.124834,0.37798,,0.3,0.124835,0.377849,,0.3,0.124835,0.37785,0.00109999999999971,,15,0.035723,3.274666,0.004278
0.0608575216841127,11.3117453347969,,0.31,0.124854286076,0.00047291873,0.378333638848,,0.0097016,9,,0.0118169,9,,0.0118441,9,,0.31,0.124822,,0.31,0.00109999999999971,,0.31,0.124822,,0.31,0.00109999999999971,,0.31,0.124822,,0.31,0.00109999999999971,,3.1,0.122883,-0.00158000000000005,0.98036,,,0.31,0.124822,0.378211,,0.31,0.124822,0.378211,,0.31,0.124823,0.378076,,0.31,0.124823,0.378077,0.00119999999999981,,15.5,0.033714,3.020838,0.00401799999999999
0.0587524770305464,11.5312843029638,,0.32,0.124849555448,0.0004732119,0.378568172099,,0.0090306,10,,0.0119197,10,,0.0120317,10,,0.32,0.124812,,0.32,0.000999999999999611,,0.32,0.124812,,0.32,0.000999999999999611,,0.32,0.124812,,0.32,0.000999999999999611,,3.2,0.12273,0.00153,1.037568,,,0.32,0.124813,0.378436,,0.32,0.124813,0.378436,,0.32,0.124814,0.378289,,0.32,0.124814,0.378291,0.000900000000000899,,16,0.031859,2.759293,0.00371
0.0563967427950459,11.794731064764,,0.33,0.124844821838,0.00047351519,0.378810799155,,0.0071342,11,,0.0111042,11,,0.0118709,11,,0.33,0.124805,,0.33,0.000700000000000699,,0.33,0.124805,,0.33,0.000700000000000699,,0.33,0.124805,,0.33,0.000700000000000699,,3.3,0.122346,0.00384000000000011,1.100182,,,0.33,0.124805,0.378655,,0.33,0.124805,0.378655,,0.33,0.124806,0.378492,,0.33,0.124806,0.378493,0.000799999999999412,,16.5,0.030181,2.533522,0.003356
0.0544419249319697,12.0252469813392,,0.34,0.124840085145,0.00047382862,0.37906153985,,0.0062168,12,,0.0092707,12,,0.010301,12,,0.34,0.1248,,0.34,0.0005000000000005,,0.34,0.1248,,0.34,0.0005000000000005,,0.34,0.1248,,0.34,0.0005000000000005,,3.4,0.122453,-0.0010700000000001,1.167009,,,0.34,0.1248,0.37887,,0.34,0.1248,0.37887,,0.34,0.124801,0.378685,,0.34,0.124801,0.378686,0.0005000000000005,,17,0.028671,2.387986,0.00302
0.0520359867946692,12.3106476399561,,0.35,0.124835345266,0.000474152215,0.379320414655,,0.0062032,13,,0.0076539,13,,0.008198,13,,0.35,0.124796,,0.35,0.000399999999999014,,0.35,0.124796,,0.35,0.000399999999999014,,0.35,0.124796,,0.35,0.000399999999999014,,3.5,0.122316,0.00137000000000012,1.240135,,,0.35,0.124796,0.379082,,0.35,0.124796,0.379083,,0.35,0.124797,0.37887,,0.35,0.124797,0.378872,0.000399999999999014,,17.5,0.027236,2.286575,0.00287
0.0499306122140374,12.596048298573,,0.36,0.1248306021,0.00047448601,0.379587444677,,0.00564,14,,0.00625990000000001,14,,0.0060741,14,,0.36,0.12479,,0.36,0.0006000000000006,,0.36,0.12479,,0.36,0.0006000000000006,,0.36,0.12479,,0.36,0.0006000000000006,,3.6,0.121879,0.00436999999999993,1.320682,,,0.36,0.124791,0.379293,,0.36,0.124791,0.379294,,0.36,0.124791,0.379052,,0.36,0.124791,0.379053,0.0006000000000006,,18,0.025815,2.19009,0.002842
0.0485269375138758,12.8046103183315,,0.37,0.124825855546,0.000474830025,0.37986265165,,0.0050091,15,,0.0049362,15,,0.0044699,15,,0.37,0.124781,,0.37,0.000899999999999512,,0.37,0.124781,,0.37,0.000899999999999512,,0.37,0.124781,,0.37,0.000899999999999512,,3.7,0.121926,-0.000470000000000053,1.408322,,,0.37,0.124781,0.379505,,0.37,0.124781,0.379505,,0.37,0.124781,0.379231,,0.37,0.124781,0.379232,0.000999999999999611,,18.5,0.024449,2.080773,0.002732
0.0467221814777571,13.0790340285401,,0.38,0.1248211055,0.000475184285,0.380146057941,,0.0042843,16,,0.0041644,16,,0.0034549,16,,0.38,0.124765,,0.38,0.00160000000000021,,0.38,0.124765,,0.38,0.00160000000000021,,0.38,0.124765,,0.38,0.00160000000000021,,3.8,0.12175,0.0017600000000001,1.506435,,,0.38,0.124765,0.379719,,0.38,0.124765,0.37972,,0.38,0.124765,0.379411,,0.38,0.124765,0.379412,0.00160000000000021,,19,0.02314,1.956101,0.002618
0.0451178561339284,13.3424807903403,,0.39,0.12481635186,0.000475548825,0.380437686536,,0.0034063,17,,0.0033713,17,,0.0027043,17,,0.39,0.124741,,0.39,0.00239999999999962,,0.39,0.124741,,0.39,0.00239999999999962,,0.39,0.124741,,0.39,0.00239999999999962,,3.9,0.121318,0.00432000000000001,1.616645,,,0.39,0.124741,0.379939,,0.39,0.124741,0.379939,,0.39,0.12474,0.379595,,0.39,0.12474,0.379596,0.00249999999999972,,19.5,0.02199,1.833826,0.0023
0.0431624883924098,13.6827661909989,,0.4,0.124811594523,0.000475923674999,0.380737561045,,0.0027035,18,,0.0026383,18,,0.0022416,18,,0.4,0.124709,,0.4,0.00320000000000042,,0.4,0.124709,,0.4,0.00320000000000042,,0.4,0.124709,,0.4,0.00320000000000042,,4,0.121224,0.000939999999999968,1.74016,,,0.4,0.124708,0.380165,,0.4,0.124709,0.380165,,0.4,0.124708,0.379785,,0.4,0.124708,0.379786,0.00320000000000042,,19.99,0.020907,1.720599,0.00221020408163266
0.041658350900804,13.9462129527991,,0.41,0.124806833387,0.00047630886,0.381045705692,,0.0023726,19,,0.0021982,19,,0.0019417,19,,0.41,0.12467,,0.41,0.00389999999999976,,0.41,0.12467,,0.41,0.00389999999999976,,0.41,0.12467,,0.41,0.00389999999999976,,4.1,0.121042,0.00182000000000002,1.877375,,,0.41,0.12467,0.380401,,0.41,0.12467,0.380401,,0.41,0.124669,0.379984,,0.41,0.124669,0.379985,0.00389999999999976,,,,,
0.0403044951875326,14.2096597145993,,0.42,0.124802068346,0.000476704415,0.381362145317,,0.0019818,20,,0.0017638,20,,0.0015753,20,,0.42,0.124627,,0.42,0.00430000000000013,,0.42,0.124627,,0.42,0.00430000000000013,,0.42,0.124627,,0.42,0.00430000000000013,,4.2,0.120573,0.00468999999999995,2.031735,,,0.42,0.124627,0.380648,,0.42,0.124627,0.380649,,0.42,0.124627,0.380195,,0.42,0.124627,0.380196,0.00420000000000003,,,,,
0.0389506394742612,14.4731064763996,,0.43,0.124797299298,0.000477110375,0.381686905367,,,,,,,,,,,0.43,0.124583,,0.43,0.00440000000000023,,0.43,0.124583,,0.43,0.00440000000000023,,0.43,0.124583,,0.43,0.00440000000000023,,4.3,0.120341,0.00231999999999997,2.200412,,,0.43,0.124583,0.38091,,0.43,0.124583,0.38091,,0.43,0.124583,0.380422,,0.43,0.124583,0.380423,0.00440000000000023,,,,,
0.0374963759573899,14.7804610318332,,0.44,0.124792526139,0.00047752676,0.382020011898,,,,,,,,,,,0.44,0.124542,,0.44,0.00409999999999993,,0.44,0.124542,,0.44,0.00409999999999993,,0.44,0.124542,,0.44,0.00409999999999993,,4.4,0.120097,0.00244000000000007,2.384073,,,0.44,0.124543,0.381188,,0.44,0.124543,0.381188,,0.44,0.124543,0.380668,,0.44,0.124543,0.380669,0.00399999999999983,,,,,
0.0356908500914517,15.2085620197585,,0.45,0.124787748763,0.000477953609999,0.382361491565,,,,,,,,,,,0.45,0.124508,,0.45,0.00340000000000062,,0.45,0.124508,,0.45,0.00340000000000062,,0.45,0.124508,,0.45,0.00340000000000062,,4.5,0.119611,0.00486000000000002,2.58193,,,0.45,0.124509,0.381483,,0.45,0.124509,0.381484,,0.45,0.12451,0.380936,,0.45,0.12451,0.380936,0.00330000000000052,,,,,
0.0340858099056477,15.6147091108672,,0.46,0.124782967066,0.00047839097,0.382711371624,,,,,,,,,,,0.46,0.124483,,0.46,0.00249999999999972,,0.46,0.124483,,0.46,0.00249999999999972,,0.46,0.124483,,0.46,0.00249999999999972,,4.6,0.11919,0.00420999999999992,2.790665,,,0.46,0.124485,0.381799,,0.46,0.124485,0.381799,,0.46,0.124487,0.381229,,0.46,0.124487,0.381229,0.00229999999999952,,,,,
0.0326812553999781,15.9989023051592,,0.47,0.124778180944,0.000478838865,0.383069679924,,,,,,,,,,,0.47,0.12447,,0.47,0.00129999999999992,,0.47,0.12447,,0.47,0.00129999999999992,,0.47,0.12447,,0.47,0.00129999999999992,,4.7,0.118883,0.00307,3.008232,,,0.47,0.124472,0.382137,,0.47,0.124472,0.382137,,0.47,0.124474,0.381549,,0.47,0.124474,0.381549,0.00129999999999992,,,,,
0.0314772415622871,16.3501646542261,,0.48,0.124773390289,0.000479297325,0.383436444908,,,,,,,,,,,0.48,0.124467,,0.48,0.0003000000000003,,0.48,0.124467,,0.48,0.0003000000000003,,0.48,0.124467,,0.48,0.0003000000000003,,4.8,0.118352,0.00531000000000006,3.230907,,,0.48,0.12447,0.382497,,0.48,0.12447,0.382497,,0.48,0.124473,0.3819,,0.48,0.124473,0.3819,0.0001000000000001,,,,,
0.0300223731791291,16.7782656421515,,0.49,0.124768594997,0.000479766395,0.383811695604,,,,,,,,,,,0.49,0.124475,,0.49,-0.000800000000000799,,0.49,0.124476,,0.49,-0.000900000000000899,,0.49,0.124476,,0.49,-0.000900000000000899,,4.9,0.117706,0.0064599999999999,3.455526,,,0.49,0.124479,0.382881,,0.49,0.124479,0.382881,,0.49,0.124482,0.382283,,0.49,0.124482,0.382283,-0.000899999999999512,,,,,
0.0286677476360382,17.1953896816685,,0.5,0.124763794961,0.00048024611,0.384195461625,,,,,,,,,,,0.5,0.124492,,0.5,-0.00170000000000031,,0.5,0.124492,,0.5,-0.00160000000000021,,0.5,0.124492,,0.5,-0.00160000000000021,,5,0.117332,0.00374000000000001,3.679641,,,0.5,0.124496,0.383288,,0.5,0.124496,0.383288,,0.5,0.1245,0.382699,,0.5,0.1245,0.382699,-0.00180000000000041,,,,,
0.0271622904361705,17.7222832052689,,0.51,0.124758990075,0.0004807365,0.384587773163,,,,,,,,,,,0.51,0.124515,,0.51,-0.00229999999999952,,0.51,0.124515,,0.51,-0.00229999999999952,,0.51,0.124515,,0.51,-0.00229999999999952,,5.1,0.116675,0.00657000000000007,3.898233,,,0.51,0.124519,0.383719,,0.51,0.124519,0.383719,,0.51,0.124523,0.383149,,0.51,0.124524,0.383148,-0.00239999999999962,,,,,
0.0256568332363027,18.2491767288694,,0.52,0.124754180231,0.00048123762,0.384988660988,,,,,,,,,,,0.52,0.124542,,0.52,-0.00269999999999992,,0.52,0.124542,,0.52,-0.00269999999999992,,0.52,0.124543,,0.52,-0.00280000000000002,,5.2,0.115839,0.00835999999999999,4.109134,,,0.52,0.124546,0.384172,,0.52,0.124547,0.384172,,0.52,0.124551,0.38363,,0.52,0.124551,0.38363,-0.00269999999999992,,,,,
0.0246529201638363,18.655323819978,,0.53,0.124749365322,0.0004817495,0.38539815644,,,,,,,,,,,0.53,0.124571,,0.53,-0.00290000000000012,,0.53,0.124571,,0.53,-0.00290000000000012,,0.53,0.124571,,0.53,-0.00280000000000002,,5.3,0.115322,0.00517000000000005,4.316565,,,0.53,0.124575,0.384646,,0.53,0.124575,0.384646,,0.53,0.124579,0.384142,,0.53,0.124579,0.384141,-0.00280000000000002,,,,,
