Velocity:0,Velocity:1,Points:0,Points:1,Points:2,
0.88918501,-0.103887,1.9635,6.0082998,0,0
0.89833701,-0.089357898,1.9635,6.0475702,0,0
0.90612698,-0.074657798,1.9635,6.0868402,0,0
0.91251099,-0.059841901,1.9635,6.1261101,0,0
0.91747802,-0.044968098,1.9635,6.16538,0,0
0.92102897,-0.0300365,1.9635,6.2046499,0,0
0.923163,-0.0150472,1.9635,6.2439198,0,0
0.92387998,1.58296E-13,1.9635,6.2831898,0,0.0392699000000001
0.90811503,-4.1790501E-19,2.0027699,-9.9967403E-19,0,0
0.90741098,0.0164639,2.0027699,0.039269902,0,0
0.90531301,0.0328645,2.0027699,0.078539804,0,0
0.901824,0.049201898,2.0027699,0.11781,0,0
0.89694101,0.065476,2.0027699,0.15707999,0,0
0.89066601,0.081687003,2.0027699,0.19634999,0,0
0.88300902,0.097771101,2.0027699,0.23561899,0,0
0.87401301,0.113668,2.0027699,0.27488899,0,0
0.86367702,0.12937699,2.0027699,0.31415901,0,0
0.85200298,0.14489999,2.0027699,0.35342899,0,0
0.83898902,0.160235,2.0027699,0.392699,0,0
0.82467401,0.175321,2.0027699,0.43196899,0,0
0.80912399,0.19010299,2.0027699,0.471239,0,0
0.79233998,0.20458101,2.0027699,0.51050901,0,0
0.77432197,0.21875501,2.0027699,0.549779,0,0
0.75506997,0.23262499,2.0027699,0.58904898,0,0
0.73464698,0.246133,2.0027699,0.62831903,0,0
0.71314102,0.259233,2.0027699,0.667588,0,0
0.69055402,0.27192301,2.0027699,0.70685798,0,0
0.66688502,0.28420401,2.0027699,0.74612802,0,0
0.64213502,0.29607499,2.0027699,0.78539801,0,0
0.61638701,0.30748701,2.0027699,0.82466799,0,0
0.58975297,0.3184,2.0027699,0.86393797,0,0
0.56222999,0.32881501,2.0027699,0.90320802,0,0
0.53381997,0.33873099,2.0027699,0.942478,0,0
0.50452203,0.34814799,2.0027699,0.98174798,0,0
0.47444099,0.35702401,2.0027699,1.0210201,0,0
0.44369999,0.36533201,2.0027699,1.06029,0,0
0.41229999,0.37307101,2.0027699,1.09956,0,0
0.38023999,0.38023999,2.0027699,1.1388299,0,0
0.34752101,0.386841,2.0027699,1.1781,0,0
0.314262,0.39284101,2.0027699,1.21737,0,0
0.280597,0.398224,2.0027699,1.25664,0,0
0.246526,0.402989,2.0027699,1.29591,0,0
0.21204799,0.40713701,2.0027699,1.33518,0,0
0.177165,0.41066799,2.0027699,1.37445,0,0
0.14200599,0.41356099,2.0027699,1.41372,0,0
0.10671,0.415813,2.0027699,1.4529901,0,0
0.071277298,0.417422,2.0027699,1.49226,0,0
0.035707202,0.41838899,2.0027699,1.53153,0,0
-9.39087E-14,0.41871399,2.0027699,1.5707999,0,0
-0.035707202,0.41838899,2.0027699,1.61007,0,0
-0.071277298,0.417422,2.0027699,1.64934,0,0
-0.10671,0.415813,2.0027699,1.68861,0,0
-0.14200599,0.41356099,2.0027699,1.72788,0,0
-0.177165,0.41066799,2.0027699,1.76715,0,0
-0.21204799,0.40713701,2.0027699,1.80642,0,0
-0.246526,0.402989,2.0027699,1.84569,0,0
-0.280597,0.398224,2.0027699,1.8849601,0,0
-0.314262,0.39284101,2.0027699,1.92423,0,0
-0.34752101,0.386841,2.0027699,1.9635,0,0
-0.38023999,0.38023999,2.0027699,2.0027699,0,0
-0.41229999,0.37307101,2.0027699,2.0420401,0,0
-0.44369999,0.36533201,2.0027699,2.08131,0,0
-0.47444099,0.35702401,2.0027699,2.12058,0,0
-0.50452203,0.34814799,2.0027699,2.1598401,0,0
-0.53381997,0.33873099,2.0027699,2.19911,0,0
-0.56222999,0.32881501,2.0027699,2.23838,0,0
-0.58975297,0.3184,2.0027699,2.2776501,0,0
-0.61638701,0.30748701,2.0027699,2.31692,0,0
-0.64213502,0.29607499,2.0027699,2.35619,0,0
-0.66688502,0.28420401,2.0027699,2.3954599,0,0
-0.69055402,0.27192301,2.0027699,2.4347301,0,0
-0.71314102,0.259233,2.0027699,2.474,0,0
-0.73464698,0.246133,2.0027699,2.5132699,0,0
-0.75506997,0.23262499,2.0027699,2.5525401,0,0
-0.77432197,0.21875501,2.0027699,2.59181,0,0
-0.79233998,0.20458101,2.0027699,2.6310799,0,0
-0.80912399,0.19010299,2.0027699,2.6703501,0,0
-0.82467401,0.175321,2.0027699,2.70962,0,0
-0.83898902,0.160235,2.0027699,2.7488899,0,0
-0.85200298,0.14489999,2.0027699,2.7881601,0,0
-0.86367702,0.12937699,2.0027699,2.82743,0,0
-0.87401301,0.113668,2.0027699,2.8666999,0,0
-0.88300902,0.097771101,2.0027699,2.9059701,0,0
-0.89066601,0.081687003,2.0027699,2.94524,0,0
-0.89694101,0.065476,2.0027699,2.9845099,0,0
-0.901824,0.049201898,2.0027699,3.0237801,0,0
-0.90531301,0.0328645,2.0027699,3.06305,0,0
-0.90741098,0.0164639,2.0027699,3.10232,0,0
-0.90811503,-8.6599198E-14,2.0027699,3.1415901,0,0
-0.90741098,-0.0164639,2.0027699,3.18086,0,0
-0.90531301,-0.0328645,2.0027699,3.22013,0,0
-0.901824,-0.049201898,2.0027699,3.2593999,0,0
-0.89694101,-0.065476,2.0027699,3.2986701,0,0
-0.89066601,-0.081687003,2.0027699,3.33794,0,0
-0.88300902,-0.097771101,2.0027699,3.3772099,0,0
-0.87401301,-0.113668,2.0027699,3.4164801,0,0
-0.86367702,-0.12937699,2.0027699,3.45575,0,0
-0.85200298,-0.14489999,2.0027699,3.4950199,0,0
-0.83898902,-0.160235,2.0027699,3.5342901,0,0
-0.82467401,-0.175321,2.0027699,3.57356,0,0
-0.80912399,-0.19010299,2.0027699,3.6128299,0,0
-0.79233998,-0.20458101,2.0027699,3.6521001,0,0
-0.77432197,-0.21875501,2.0027699,3.69137,0,0
-0.75506997,-0.23262499,2.0027699,3.7306399,0,0
-0.73464698,-0.246133,2.0027699,3.7699101,0,0
-0.71314102,-0.259233,2.0027699,3.80918,0,0
-0.69055402,-0.27192301,2.0027699,3.8484499,0,0
-0.66688502,-0.28420401,2.0027699,3.8877201,0,0
-0.64213502,-0.29607499,2.0027699,3.92699,0,0
-0.61638701,-0.30748701,2.0027699,3.96626,0,0
-0.58975297,-0.3184,2.0027699,4.0055299,0,0
-0.56222999,-0.32881501,2.0027699,4.0447998,0,0
-0.53381997,-0.33873099,2.0027699,4.0840702,0,0
-0.50452203,-0.34814799,2.0027699,4.1233401,0,0
-0.47444099,-0.35702401,2.0027699,4.1626101,0,0
-0.44369999,-0.36533201,2.0027699,4.20188,0,0
-0.41229999,-0.37307101,2.0027699,4.2411499,0,0
-0.38023999,-0.38023999,2.0027699,4.2804198,0,0
-0.34752101,-0.386841,2.0027699,4.3196902,0,0
-0.314262,-0.39284101,2.0027699,4.3589602,0,0
-0.280597,-0.398224,2.0027699,4.3982301,0,0
-0.246526,-0.402989,2.0027699,4.4375,0,0
-0.21204799,-0.40713701,2.0027699,4.4767699,0,0
-0.177165,-0.41066799,2.0027699,4.5160398,0,0
-0.14200599,-0.41356099,2.0027699,4.5553098,0,0
-0.10671,-0.415813,2.0027699,4.5945802,0,0
-0.071277298,-0.417422,2.0027699,4.6338501,0,0
-0.035707202,-0.41838899,2.0027699,4.67312,0,0
2.8213101E-13,-0.41871399,2.0027699,4.7123899,0,0
0.035707202,-0.41838899,2.0027699,4.7516599,0,0
0.071277298,-0.417422,2.0027699,4.7909298,0,0
0.10671,-0.415813,2.0027699,4.8302002,0,0
0.14200599,-0.41356099,2.0027699,4.8694701,0,0
0.177165,-0.41066799,2.0027699,4.90874,0,0
0.21204799,-0.40713701,2.0027699,4.94801,0,0
0.246526,-0.402989,2.0027699,4.9872799,0,0
0.280597,-0.398224,2.0027699,5.0265498,0,0
0.314262,-0.39284101,2.0027699,5.0658202,0,0
0.34752101,-0.386841,2.0027699,5.1050901,0,0
0.38023999,-0.38023999,2.0027699,5.1443601,0,0
0.41229999,-0.37307101,2.0027699,5.18363,0,0
0.44369999,-0.36533201,2.0027699,5.2228999,0,0
0.47444099,-0.35702401,2.0027699,5.2621698,0,0
0.50452203,-0.34814799,2.0027699,5.3014398,0,0
0.53381997,-0.33873099,2.0027699,5.3407102,0,0
0.56222999,-0.32881501,2.0027699,5.3799801,0,0
0.58975297,-0.3184,2.0027699,5.41925,0,0
0.61638701,-0.30748701,2.0027699,5.4585199,0,0
0.64213502,-0.29607499,2.0027699,5.4977899,0,0
0.66688502,-0.28420401,2.0027699,5.5370598,0,0
0.69055402,-0.27192301,2.0027699,5.5763302,0,0
0.71314102,-0.259233,2.0027699,5.6156001,0,0
0.73464698,-0.246133,2.0027699,5.65487,0,0
0.75506997,-0.23262499,2.0027699,5.69414,0,0
0.77432197,-0.21875501,2.0027699,5.7334099,0,0
0.79233998,-0.20458101,2.0027699,5.7726798,0,0
0.80912399,-0.19010299,2.0027699,5.8119502,0,0
0.82467401,-0.175321,2.0027699,5.8512201,0,0
0.83898902,-0.160235,2.0027699,5.8904901,0,0
0.85200298,-0.14489999,2.0027699,5.92976,0,0
0.86367702,-0.12937699,2.0027699,5.9690299,0,0
0.87401301,-0.113668,2.0027699,6.0082998,0,0
0.88300902,-0.097771101,2.0027699,6.0475702,0,0
0.89066601,-0.081687003,2.0027699,6.0868402,0,0
0.89694101,-0.065476,2.0027699,6.1261101,0,0
0.901824,-0.049201898,2.0027699,6.16538,0,0
0.90531301,-0.0328645,2.0027699,6.2046499,0,0
0.90741098,-0.0164639,2.0027699,6.2439198,0,0
0.90811503,1.732E-13,2.0027699,6.2831898,0,0.0392701999999998
0.89099199,-4.5313998E-19,2.0420401,-9.9967403E-19,0,0
0.89030099,0.017852001,2.0420401,0.039269902,0,0
0.88824302,0.035635501,2.0420401,0.078539804,0,0
0.88481897,0.0533503,2.0420401,0.11781,0,0
0.88002902,0.070996597,2.0420401,0.15707999,0,0
0.87387198,0.088574402,2.0420401,0.19634999,0,0
0.866359,0.106015,2.0420401,0.23561899,0,0
0.85753298,0.123252,2.0420401,0.27488899,0,0
0.84739202,0.140286,2.0420401,0.31415901,0,0
0.83593798,0.15711699,2.0420401,0.35342899,0,0
0.82317001,0.17374501,2.0420401,0.392699,0,0
0.80912399,0.19010299,2.0420401,0.43196899,0,0
0.79386699,0.20613199,2.0420401,0.471239,0,0
0.77740002,0.22183,2.0420401,0.51050901,0,0
0.75972199,0.23719899,2.0420401,0.549779,0,0
0.74083298,0.25223801,2.0420401,0.58904898,0,0
0.72079402,0.266886,2.0420401,0.62831903,0,0
0.69969398,0.28108999,2.0420401,0.667588,0,0
0.67753297,0.29484999,2.0420401,0.70685798,0,0
0.654311,0.308166,2.0420401,0.74612802,0,0
0.630027,0.32103899,2.0420401,0.78539801,0,0
0.604765,0.333413,2.0420401,0.82466799,0,0
0.57863301,0.34524599,2.0420401,0.86393797,0,0
0.55162901,0.35653901,2.0420401,0.90320802,0,0
0.523754,0.367291,2.0420401,0.942478,0,0
0.49500901,0.37750199,2.0420401,0.98174798,0,0
0.46549499,0.38712701,2.0420401,1.0210201,0,0
0.435334,0.396135,2.0420401,1.06029,0,0
0.404526,0.404526,2.0420401,1.09956,0,0
0.37307101,0.41229999,2.0420401,1.1388299,0,0
0.34096801,0.41945699,2.0420401,1.1781,0,0
0.30833599,0.42596301,2.0420401,1.21737,0,0
0.27530599,0.43180001,2.0420401,1.25664,0,0
0.241877,0.43696699,2.0420401,1.29591,0,0
0.20805,0.44146499,2.0420401,1.33518,0,0
0.173824,0.44529301,2.0420401,1.37445,0,0
0.139328,0.44843099,2.0420401,1.41372,0,0
0.104698,0.450872,2.0420401,1.4529901,0,0
0.069933303,0.45261601,2.0420401,1.49226,0,0
0.0350339,0.45366499,2.0420401,1.53153,0,0
-9.2138001E-14,0.45401701,2.0420401,1.5707999,0,0
-0.0350339,0.45366499,2.0420401,1.61007,0,0
-0.069933303,0.45261601,2.0420401,1.64934,0,0
-0.104698,0.450872,2.0420401,1.68861,0,0
-0.139328,0.44843099,2.0420401,1.72788,0,0
-0.173824,0.44529301,2.0420401,1.76715,0,0
-0.20805,0.44146499,2.0420401,1.80642,0,0
-0.241877,0.43696699,2.0420401,1.84569,0,0
-0.27530599,0.43180001,2.0420401,1.8849601,0,0
-0.30833599,0.42596301,2.0420401,1.92423,0,0
-0.34096801,0.41945699,2.0420401,1.9635,0,0
-0.37307101,0.41229999,2.0420401,2.0027699,0,0
-0.404526,0.404526,2.0420401,2.0420401,0,0
-0.435334,0.396135,2.0420401,2.08131,0,0
-0.46549499,0.38712701,2.0420401,2.12058,0,0
-0.49500901,0.37750199,2.0420401,2.1598401,0,0
-0.523754,0.367291,2.0420401,2.19911,0,0
-0.55162901,0.35653901,2.0420401,2.23838,0,0
-0.57863301,0.34524599,2.0420401,2.2776501,0,0
-0.604765,0.333413,2.0420401,2.31692,0,0
-0.630027,0.32103899,2.0420401,2.35619,0,0
-0.654311,0.308166,2.0420401,2.3954599,0,0
-0.67753297,0.29484999,2.0420401,2.4347301,0,0
-0.69969398,0.28108999,2.0420401,2.474,0,0
-0.72079402,0.266886,2.0420401,2.5132699,0,0
-0.74083298,0.25223801,2.0420401,2.5525401,0,0
-0.75972199,0.23719899,2.0420401,2.59181,0,0
-0.77740002,0.22183,2.0420401,2.6310799,0,0
-0.79386699,0.20613199,2.0420401,2.6703501,0,0
-0.80912399,0.19010299,2.0420401,2.70962,0,0
-0.82317001,0.17374501,2.0420401,2.7488899,0,0
-0.83593798,0.15711699,2.0420401,2.7881601,0,0
-0.84739202,0.140286,2.0420401,2.82743,0,0
-0.85753298,0.123252,2.0420401,2.8666999,0,0
-0.866359,0.106015,2.0420401,2.9059701,0,0
-0.87387198,0.088574402,2.0420401,2.94524,0,0
-0.88002902,0.070996597,2.0420401,2.9845099,0,0
-0.88481897,0.0533503,2.0420401,3.0237801,0,0
-0.88824302,0.035635501,2.0420401,3.06305,0,0
-0.89030099,0.017852001,2.0420401,3.10232,0,0
-0.89099199,-9.3900799E-14,2.0420401,3.1415901,0,0
-0.89030099,-0.017852001,2.0420401,3.18086,0,0
-0.88824302,-0.035635501,2.0420401,3.22013,0,0
-0.88481897,-0.0533503,2.0420401,3.2593999,0,0
-0.88002902,-0.070996597,2.0420401,3.2986701,0,0
-0.87387198,-0.088574402,2.0420401,3.33794,0,0
-0.866359,-0.106015,2.0420401,3.3772099,0,0
-0.85753298,-0.123252,2.0420401,3.4164801,0,0
-0.84739202,-0.140286,2.0420401,3.45575,0,0
-0.83593798,-0.15711699,2.0420401,3.4950199,0,0
-0.82317001,-0.17374501,2.0420401,3.5342901,0,0
-0.80912399,-0.19010299,2.0420401,3.57356,0,0
-0.79386699,-0.20613199,2.0420401,3.6128299,0,0
-0.77740002,-0.22183,2.0420401,3.6521001,0,0
-0.75972199,-0.23719899,2.0420401,3.69137,0,0
-0.74083298,-0.25223801,2.0420401,3.7306399,0,0
-0.72079402,-0.266886,2.0420401,3.7699101,0,0
-0.69969398,-0.28108999,2.0420401,3.80918,0,0
-0.67753297,-0.29484999,2.0420401,3.8484499,0,0
-0.654311,-0.308166,2.0420401,3.8877201,0,0
-0.630027,-0.32103899,2.0420401,3.92699,0,0
-0.604765,-0.333413,2.0420401,3.96626,0,0
-0.57863301,-0.34524599,2.0420401,4.0055299,0,0
-0.55162901,-0.35653901,2.0420401,4.0447998,0,0
-0.523754,-0.367291,2.0420401,4.0840702,0,0
-0.49500901,-0.37750199,2.0420401,4.1233401,0,0
-0.46549499,-0.38712701,2.0420401,4.1626101,0,0
-0.435334,-0.396135,2.0420401,4.20188,0,0
-0.404526,-0.404526,2.0420401,4.2411499,0,0
-0.37307101,-0.41229999,2.0420401,4.2804198,0,0
-0.34096801,-0.41945699,2.0420401,4.3196902,0,0
-0.30833599,-0.42596301,2.0420401,4.3589602,0,0
-0.27530599,-0.43180001,2.0420401,4.3982301,0,0
-0.241877,-0.43696699,2.0420401,4.4375,0,0
-0.20805,-0.44146499,2.0420401,4.4767699,0,0
-0.173824,-0.44529301,2.0420401,4.5160398,0,0
-0.139328,-0.44843099,2.0420401,4.5553098,0,0
-0.104698,-0.450872,2.0420401,4.5945802,0,0
-0.069933303,-0.45261601,2.0420401,4.6338501,0,0
-0.0350339,-0.45366499,2.0420401,4.67312,0,0
2.7681199E-13,-0.45401701,2.0420401,4.7123899,0,0
0.0350339,-0.45366499,2.0420401,4.7516599,0,0
0.069933303,-0.45261601,2.0420401,4.7909298,0,0
0.104698,-0.450872,2.0420401,4.8302002,0,0
0.139328,-0.44843099,2.0420401,4.8694701,0,0
0.173824,-0.44529301,2.0420401,4.90874,0,0
0.20805,-0.44146499,2.0420401,4.94801,0,0
0.241877,-0.43696699,2.0420401,4.9872799,0,0
0.27530599,-0.43180001,2.0420401,5.0265498,0,0
0.30833599,-0.42596301,2.0420401,5.0658202,0,0
0.34096801,-0.41945699,2.0420401,5.1050901,0,0
0.37307101,-0.41229999,2.0420401,5.1443601,0,0
0.404526,-0.404526,2.0420401,5.18363,0,0
0.435334,-0.396135,2.0420401,5.2228999,0,0
0.46549499,-0.38712701,2.0420401,5.2621698,0,0
0.49500901,-0.37750199,2.0420401,5.3014398,0,0
0.523754,-0.367291,2.0420401,5.3407102,0,0
0.55162901,-0.35653901,2.0420401,5.3799801,0,0
0.57863301,-0.34524599,2.0420401,5.41925,0,0
0.604765,-0.333413,2.0420401,5.4585199,0,0
0.630027,-0.32103899,2.0420401,5.4977899,0,0
0.654311,-0.308166,2.0420401,5.5370598,0,0
0.67753297,-0.29484999,2.0420401,5.5763302,0,0
0.69969398,-0.28108999,2.0420401,5.6156001,0,0
0.72079402,-0.266886,2.0420401,5.65487,0,0
0.74083298,-0.25223801,2.0420401,5.69414,0,0
0.75972199,-0.23719899,2.0420401,5.7334099,0,0
0.77740002,-0.22183,2.0420401,5.7726798,0,0
0.79386699,-0.20613199,2.0420401,5.8119502,0,0
0.80912399,-0.19010299,2.0420401,5.8512201,0,0
0.82317001,-0.17374501,2.0420401,5.8904901,0,0
0.83593798,-0.15711699,2.0420401,5.92976,0,0
0.84739202,-0.140286,2.0420401,5.9690299,0,0
0.85753298,-0.123252,2.0420401,6.0082998,0,0
0.866359,-0.106015,2.0420401,6.0475702,0,0
0.87387198,-0.088574402,2.0420401,6.0868402,0,0
0.88002902,-0.070996597,2.0420401,6.1261101,0,0
0.88481897,-0.0533503,2.0420401,6.16538,0,0
0.88824302,-0.035635501,2.0420401,6.2046499,0,0
0.89030099,-0.017852001,2.0420401,6.2439198,0,0
0.89099199,1.8780301E-13,2.0420401,6.2831898,0,0.0392699000000003
0.87251002,-4.8765099E-19,2.08131,-9.9967403E-19,0,0
0.87183303,0.0192116,2.08131,0.039269902,0,0
0.86981797,0.038349401,2.08131,0.078539804,0,0
0.86646497,0.057413399,2.08131,0.11781,0,0
0.86177403,0.0764037,2.08131,0.15707999,0,0
0.85574502,0.095320098,2.08131,0.19634999,0,0
0.84838802,0.114089,2.08131,0.23561899,0,0
0.83974499,0.13263901,2.08131,0.27488899,0,0
0.82981402,0.15097,2.08131,0.31415901,0,0
0.81859797,0.169083,2.08131,0.35342899,0,0
0.806095,0.186977,2.08131,0.392699,0,0
0.79233998,0.20458101,2.08131,0.43196899,0,0
0.77740002,0.22183,2.08131,0.471239,0,0
0.76127398,0.23872501,2.08131,0.51050901,0,0
0.743963,0.25526401,2.08131,0.549779,0,0
0.72546601,0.271449,2.08131,0.58904898,0,0
0.70584297,0.28721201,2.08131,0.62831903,0,0
0.68518102,0.302497,2.08131,0.667588,0,0
0.66347897,0.317305,2.08131,0.70685798,0,0
0.64073801,0.33163601,2.08131,0.74612802,0,0
0.61695802,0.345489,2.08131,0.78539801,0,0
0.59222001,0.358805,2.08131,0.82466799,0,0
0.56663001,0.37154001,2.08131,0.86393797,0,0
0.54018599,0.383692,2.08131,0.90320802,0,0
0.51288998,0.39526299,2.08131,0.942478,0,0
0.484741,0.406252,2.08131,0.98174798,0,0
0.45583901,0.41661,2.08131,1.0210201,0,0
0.42630401,0.42630401,2.08131,1.06029,0,0
0.396135,0.435334,2.08131,1.09956,0,0
0.36533201,0.44369999,2.08131,1.1388299,0,0
0.333895,0.45140299,2.08131,1.1781,0,0
0.30193999,0.458404,2.08131,1.21737,0,0
0.269595,0.46468499,2.08131,1.25664,0,0
0.23686001,0.47024599,2.08131,1.29591,0,0
0.203734,0.47508699,2.08131,1.33518,0,0
0.17021801,0.479206,2.08131,1.37445,0,0
0.136438,0.48258299,2.08131,1.41372,0,0
0.102526,0.48520899,2.08131,1.4529901,0,0
0.068482697,0.48708701,2.08131,1.49226,0,0
0.0343072,0.488215,2.08131,1.53153,0,0
-9.0226803E-14,0.48859501,2.08131,1.5707999,0,0
-0.0343072,0.488215,2.08131,1.61007,0,0
-0.068482697,0.48708701,2.08131,1.64934,0,0
-0.102526,0.48520899,2.08131,1.68861,0,0
-0.136438,0.48258299,2.08131,1.72788,0,0
-0.17021801,0.479206,2.08131,1.76715,0,0
-0.203734,0.47508699,2.08131,1.80642,0,0
-0.23686001,0.47024599,2.08131,1.84569,0,0
-0.269595,0.46468499,2.08131,1.8849601,0,0
-0.30193999,0.458404,2.08131,1.92423,0,0
-0.333895,0.45140299,2.08131,1.9635,0,0
-0.36533201,0.44369999,2.08131,2.0027699,0,0
-0.396135,0.435334,2.08131,2.0420401,0,0
-0.42630401,0.42630401,2.08131,2.08131,0,0
-0.45583901,0.41661,2.08131,2.12058,0,0
-0.484741,0.406252,2.08131,2.1598401,0,0
-0.51288998,0.39526299,2.08131,2.19911,0,0
-0.54018599,0.383692,2.08131,2.23838,0,0
-0.56663001,0.37154001,2.08131,2.2776501,0,0
-0.59222001,0.358805,2.08131,2.31692,0,0
-0.61695802,0.345489,2.08131,2.35619,0,0
-0.64073801,0.33163601,2.08131,2.3954599,0,0
-0.66347897,0.317305,2.08131,2.4347301,0,0
-0.68518102,0.302497,2.08131,2.474,0,0
-0.70584297,0.28721201,2.08131,2.5132699,0,0
-0.72546601,0.271449,2.08131,2.5525401,0,0
-0.743963,0.25526401,2.08131,2.59181,0,0
-0.76127398,0.23872501,2.08131,2.6310799,0,0
-0.77740002,0.22183,2.08131,2.6703501,0,0
-0.79233998,0.20458101,2.08131,2.70962,0,0
-0.806095,0.186977,2.08131,2.7488899,0,0
-0.81859797,0.169083,2.08131,2.7881601,0,0
-0.82981402,0.15097,2.08131,2.82743,0,0
-0.83974499,0.13263901,2.08131,2.8666999,0,0
-0.84838802,0.114089,2.08131,2.9059701,0,0
-0.85574502,0.095320098,2.08131,2.94524,0,0
-0.86177403,0.0764037,2.08131,2.9845099,0,0
-0.86646497,0.057413399,2.08131,3.0237801,0,0
-0.86981797,0.038349401,2.08131,3.06305,0,0
-0.87183303,0.0192116,2.08131,3.10232,0,0
-0.87251002,-1.01052E-13,2.08131,3.1415901,0,0
-0.87183303,-0.0192116,2.08131,3.18086,0,0
-0.86981797,-0.038349401,2.08131,3.22013,0,0
-0.86646497,-0.057413399,2.08131,3.2593999,0,0
-0.86177403,-0.0764037,2.08131,3.2986701,0,0
-0.85574502,-0.095320098,2.08131,3.33794,0,0
-0.84838802,-0.114089,2.08131,3.3772099,0,0
-0.83974499,-0.13263901,2.08131,3.4164801,0,0
-0.82981402,-0.15097,2.08131,3.45575,0,0
-0.81859797,-0.169083,2.08131,3.4950199,0,0
-0.806095,-0.186977,2.08131,3.5342901,0,0
-0.79233998,-0.20458101,2.08131,3.57356,0,0
-0.77740002,-0.22183,2.08131,3.6128299,0,0
-0.76127398,-0.23872501,2.08131,3.6521001,0,0
-0.743963,-0.25526401,2.08131,3.69137,0,0
-0.72546601,-0.271449,2.08131,3.7306399,0,0
-0.70584297,-0.28721201,2.08131,3.7699101,0,0
-0.68518102,-0.302497,2.08131,3.80918,0,0
-0.66347897,-0.317305,2.08131,3.8484499,0,0
-0.64073801,-0.33163601,2.08131,3.8877201,0,0
-0.61695802,-0.345489,2.08131,3.92699,0,0
-0.59222001,-0.358805,2.08131,3.96626,0,0
-0.56663001,-0.37154001,2.08131,4.0055299,0,0
-0.54018599,-0.383692,2.08131,4.0447998,0,0
-0.51288998,-0.39526299,2.08131,4.0840702,0,0
-0.484741,-0.406252,2.08131,4.1233401,0,0
-0.45583901,-0.41661,2.08131,4.1626101,0,0
-0.42630401,-0.42630401,2.08131,4.20188,0,0
-0.396135,-0.435334,2.08131,4.2411499,0,0
-0.36533201,-0.44369999,2.08131,4.2804198,0,0
-0.333895,-0.45140299,2.08131,4.3196902,0,0
-0.30193999,-0.458404,2.08131,4.3589602,0,0
-0.269595,-0.46468499,2.08131,4.3982301,0,0
-0.23686001,-0.47024599,2.08131,4.4375,0,0
-0.203734,-0.47508699,2.08131,4.4767699,0,0
-0.17021801,-0.479206,2.08131,4.5160398,0,0
-0.136438,-0.48258299,2.08131,4.5553098,0,0
-0.102526,-0.48520899,2.08131,4.5945802,0,0
-0.068482697,-0.48708701,2.08131,4.6338501,0,0
-0.0343072,-0.488215,2.08131,4.67312,0,0
2.7107E-13,-0.48859501,2.08131,4.7123899,0,0
0.0343072,-0.488215,2.08131,4.7516599,0,0
0.068482697,-0.48708701,2.08131,4.7909298,0,0
0.102526,-0.48520899,2.08131,4.8302002,0,0
0.136438,-0.48258299,2.08131,4.8694701,0,0
0.17021801,-0.479206,2.08131,4.90874,0,0
0.203734,-0.47508699,2.08131,4.94801,0,0
0.23686001,-0.47024599,2.08131,4.9872799,0,0
0.269595,-0.46468499,2.08131,5.0265498,0,0
0.30193999,-0.458404,2.08131,5.0658202,0,0
0.333895,-0.45140299,2.08131,5.1050901,0,0
0.36533201,-0.44369999,2.08131,5.1443601,0,0
0.396135,-0.435334,2.08131,5.18363,0,0
0.42630401,-0.42630401,2.08131,5.2228999,0,0
0.45583901,-0.41661,2.08131,5.2621698,0,0
0.484741,-0.406252,2.08131,5.3014398,0,0
0.51288998,-0.39526299,2.08131,5.3407102,0,0
0.54018599,-0.383692,2.08131,5.3799801,0,0
0.56663001,-0.37154001,2.08131,5.41925,0,0
0.59222001,-0.358805,2.08131,5.4585199,0,0
0.61695802,-0.345489,2.08131,5.4977899,0,0
0.64073801,-0.33163601,2.08131,5.5370598,0,0
0.66347897,-0.317305,2.08131,5.5763302,0,0
0.68518102,-0.302497,2.08131,5.6156001,0,0
0.70584297,-0.28721201,2.08131,5.65487,0,0
0.72546601,-0.271449,2.08131,5.69414,0,0
0.743963,-0.25526401,2.08131,5.7334099,0,0
0.76127398,-0.23872501,2.08131,5.7726798,0,0
0.77740002,-0.22183,2.08131,5.8119502,0,0
0.79233998,-0.20458101,2.08131,5.8512201,0,0
0.806095,-0.186977,2.08131,5.8904901,0,0
0.81859797,-0.169083,2.08131,5.92976,0,0
0.82981402,-0.15097,2.08131,5.9690299,0,0
0.83974499,-0.13263901,2.08131,6.0082998,0,0
0.84838802,-0.114089,2.08131,6.0475702,0,0
0.85574502,-0.095320098,2.08131,6.0868402,0,0
0.86177403,-0.0764037,2.08131,6.1261101,0,0
0.86646497,-0.057413399,2.08131,6.16538,0,0
0.86981797,-0.038349401,2.08131,6.2046499,0,0
0.87183303,-0.0192116,2.08131,6.2439198,0,0
0.87251002,2.0210601E-13,2.08131,6.2831898,0,0.0392699999999997
0.852669,-5.2143698E-19,2.12058,-9.9967403E-19,0,0
0.85200799,0.020542599,2.12058,0.039269902,0,0
0.85003901,0.041006401,2.12058,0.078539804,0,0
0.846762,0.061391201,2.12058,0.11781,0,0
0.84217799,0.081697099,2.12058,0.15707999,0,0
0.83628601,0.101924,2.12058,0.19634999,0,0
0.82909602,0.121993,2.12058,0.23561899,0,0
0.82064903,0.141828,2.12058,0.27488899,0,0
0.81094402,0.161429,2.12058,0.31415901,0,0
0.79998302,0.180797,2.12058,0.35342899,0,0
